goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,ref_player_id
0,0,0,90,DL,Guingamp,Reims,2,0,2015-05-02,5848,2014,8415,0,0,0,0,0,0,0,4530
0,1,0.00986855011433363,90,DL,Reims,Lyon,2,4,2015-04-26,5924,2014,8124,0.017669400200247765,0,2,0,0.00986855011433363,0.3278859853744507,0.3179509937763214,4530
0,0,0,90,DL,SC Bastia,Reims,1,2,2015-04-18,5911,2014,10359,0,0,0,0,0,0.4280700087547302,0.4280700087547302,4530
0,2,0.0775969997048378,79,DC,Caen,Reims,4,1,2015-01-17,6013,2014,4772,0,0,0,0,0.0775969997048378,0.007917930372059345,0,4530
0,0,0,90,DC,Reims,Saint-Etienne,1,2,2015-01-10,6005,2014,4427,0,0,0,0,0,0.14608199894428253,0.14608199894428253,4530
0,0,0,90,DC,Rennes,Reims,1,3,2014-12-20,6072,2014,6591,0,0,0,0,0,0.1560640037059784,0.1560640037059784,4530
0,1,0.062067899852991104,90,DC,Lyon,Reims,2,1,2014-12-04,6045,2014,5734,0,0,0,0,0.062067899852991104,0.04767550155520439,0.04767550155520439,4530
0,0,0,55,DC,Metz,Reims,3,0,2014-09-27,6178,2014,2713,0,0,0,0,0,0,0,4530
0,0,0,90,DC,Reims,Marseille,0,5,2014-09-23,6165,2014,2171,0,0,0,0,0,0,0,4530
0,0,0,90,DC,Lorient,Reims,0,1,2014-09-20,6157,2014,2491,0,0,0,0,0,0,0,4530
0,0,0,67,DC,Reims,Toulouse,2,0,2014-09-13,6148,2014,1142,0,0,0,0,0,0.04890510067343712,0.04890510067343712,4530
0,1,0.28255900740623474,90,DC,West Bromwich Albion,Sunderland,2,2,2014-08-16,4753,2014,17259,0,0,0,0,0.28255900740623474,0,0,4530
