id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
556,Marcus Rashford,11,870,5,3.0254475995898247,2,0.759778780862689,16,6,0,0,F,Manchester United,5,3.0254475995898247,4.797231607139111,1.2429611012339592,2015
556,Marcus Rashford,32,1687,5,6.274289522320032,1,1.991822112351656,44,20,3,0,F M S,Manchester United,5,6.274289522320032,9.405529212206602,3.628077084198594,2016
556,Marcus Rashford,35,1792,7,5.530903106555343,5,4.5970649272203445,62,22,3,0,F M S,Manchester United,7,5.530903106555343,10.888672044500709,2.5785506181418896,2017
556,Marcus Rashford,33,2360,10,11.614460183307528,6,5.270444078370929,84,38,3,1,F M S,Manchester United,10,11.614460183307528,16.822122670244426,5.243193206842989,2018
556,Marcus Rashford,31,2673,17,19.503727892413735,7,5.457172006368637,95,33,3,0,F M,Manchester United,11,13.414411062374711,20.244800126180053,5.906573572196066,2019
556,Marcus Rashford,37,2941,11,9.579708877950907,9,4.185123202390969,79,44,4,0,F M S,Manchester United,11,9.579708877950907,20.441918712109327,8.927209110930562,2020
556,Marcus Rashford,25,1229,4,2.8203724659979343,2,2.4275257661938667,22,9,2,0,F M S,Manchester United,4,2.8203724659979343,6.920497505925596,1.9814561298117042,2021
556,Marcus Rashford,35,2907,17,18.761760517954826,5,3.7354129292070866,108,31,2,0,F M S,Manchester United,17,18.761760517954826,30.331113813444972,9.589746218174696,2022
556,Marcus Rashford,33,2292,7,7.661536030471325,2,2.390108224004507,62,24,2,0,F M S,Manchester United,5,6.13919834792614,12.686340739950538,4.950286580249667,2023
556,Marcus Rashford,15,1004,4,1.939607534557581,1,2.171014901250601,16,14,2,0,F M S,Manchester United,4,1.939607534557581,6.268494516611099,3.0019196812063456,2024
556,Marcus Rashford,15,1004,4,1.939607534557581,1,2.171014901250601,16,14,2,0,F M S,Manchester United,4,1.939607534557581,6.268494516611099,3.0019196812063456,2025
