id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
447,Kevin De Bruyne,25,2006,7,4.308095835149288,9,8.33203162252903,49,81,2,0,M S,Manchester City,7,4.308095835149288,16.136462956666946,8.064566018991172,2015
447,Kevin De Bruyne,36,2893,6,6.771996311843395,18,15.888654900714755,86,103,4,0,F M S,Manchester City,6,6.010865323245525,28.54269857145846,15.754017719998956,2016
447,Kevin De Bruyne,37,3103,8,5.40172931086272,16,13.101718165911734,93,105,2,0,M S,Manchester City,8,5.40172931086272,33.50092287361622,22.899969128891826,2017
447,Kevin De Bruyne,19,965,2,1.4742405684664845,2,6.654018055647612,31,36,2,0,M S,Manchester City,2,1.4742405684664845,12.202191635966301,8.481837928295135,2018
447,Kevin De Bruyne,35,2818,14,8.106427356600761,20,20.620712891221046,100,133,3,0,M S,Manchester City,12,6.5840903371572495,37.79830400645733,19.244827073067427,2019
447,Kevin De Bruyne,25,2008,6,9.983444157987833,12,10.958204975351691,81,79,1,0,M S,Manchester City,4,7.699938114732504,22.516895599663258,11.297135788947344,2020
447,Kevin De Bruyne,30,2214,15,5.9499644339084625,8,11.260171007364988,78,87,2,0,M S,Manchester City,15,5.9499644339084625,20.317838434129953,9.413898749276996,2021
447,Kevin De Bruyne,32,2448,7,4.7582743894308805,16,16.31964398175478,65,97,1,0,M S,Manchester City,7,4.7582743894308805,29.12851269170642,16.633560817688704,2022
447,Kevin De Bruyne,18,1233,4,2.5787349939346313,10,11.979073725640774,44,58,2,0,M S,Manchester City,4,2.5787349939346313,15.635810784995556,7.777100384235382,2023
447,Kevin De Bruyne,16,993,2,2.4544263500720263,6,6.839625366032124,33,39,2,0,M S,Manchester City,2,2.4544263500720263,13.086720317602158,6.5746781649068,2024
447,Kevin De Bruyne,16,993,2,2.4544263500720263,6,6.839625366032124,33,39,2,0,M S,Manchester City,2,2.4544263500720263,13.086720317602158,6.5746781649068,2025
