id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
531,Michail Antonio,26,2074,8,5.896233828738332,3,2.8487464655190706,54,24,3,0,D F M S,West Ham,8,5.896233828738332,10.22215442545712,4.37820899952203,2015
531,Michail Antonio,29,2451,9,9.790301950648427,3,3.3898478094488382,77,31,4,1,D F M,West Ham,9,9.790301950648427,13.229303304105997,3.0400034934282303,2016
531,Michail Antonio,21,1347,3,2.0091187050566077,1,0.9207209972664714,34,14,1,0,D F M S,West Ham,3,2.0091187050566077,3.4565274212509394,1.147850900888443,2017
531,Michail Antonio,33,2084,6,6.066019592806697,4,4.0292156636714935,65,23,3,0,D F M S,West Ham,6,6.066019592806697,11.179384281858802,3.3876270838081837,2018
531,Michail Antonio,24,1767,10,13.249557899311185,3,3.921496020630002,68,26,3,0,F M S,West Ham,9,12.488387929275632,13.959712754935026,2.270156307145953,2019
531,Michail Antonio,26,1993,10,14.138836644589901,5,3.194422224536538,63,27,3,0,F S,West Ham,10,14.138836644589901,19.27381713874638,2.7705205250531435,2020
531,Michail Antonio,36,2994,10,12.788629919290543,8,5.767140578478575,83,46,6,1,F S,West Ham,10,12.027457922697067,21.07403276115656,6.651934439316392,2021
531,Michail Antonio,33,1847,5,7.201865157112479,3,1.6608268171548843,39,15,2,0,F S,West Ham,5,7.201865157112479,5.891749322414398,1.3007178837433457,2022
531,Michail Antonio,26,1775,6,6.025665767490864,2,1.559285182505846,30,9,6,0,F S,West Ham,6,6.025665767490864,8.23398894816637,2.5248712673783302,2023
531,Michail Antonio,14,859,1,2.99339403398335,1,1.598572283051908,19,9,1,0,F S,West Ham,1,2.99339403398335,5.190587151795626,1.7512829042971134,2024
531,Michail Antonio,14,859,1,2.99339403398335,1,1.598572283051908,19,9,1,0,F S,West Ham,1,2.99339403398335,5.190587151795626,1.7512829042971134,2025
