goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,ref_player_id
0,1,0.06711801141500473,25,DL,Como,Atalanta,1,2,2025-01-25,27581,2024,701222,0,0,0,0,0.06711801141500473,0.11887232959270477,0.051754314452409744,608
0,0,0,70,DL,Lazio,Como,1,1,2025-01-10,27559,2024,697904,0,0,0,0,0,0.1349654197692871,0.1349654197692871,608
0,0,0,69,DL,Como,Lecce,2,0,2024-12-30,27533,2024,696860,0.07164467126131058,0,1,0,0,0.16776889562606812,0.09612422436475754,608
0,0,0,81,DL,Como,Monza,1,1,2024-11-30,27496,2024,689807,0,0,0,0,0,0.1135621964931488,0.1135621964931488,608
0,0,0,90,AML,Como,Fiorentina,0,2,2024-11-24,27482,2024,689014,0,0,0,0,0,0.09657313674688339,0.09657313674688339,608
0,1,0.02562427707016468,83,DL,Genoa,Como,1,1,2024-11-07,27472,2024,686189,0,0,0,0,0.02562427707016468,0.24581539630889893,0.2201911211013794,608
0,0,0,90,DL,Empoli,Como,1,0,2024-11-04,27462,2024,686062,0.02478596568107605,0,1,0,0,0.02478596568107605,0.02478596568107605,608
0,1,0.02149331383407116,74,DL,Como,Lazio,1,5,2024-10-31,27454,2024,684476,0.023828651756048203,0,1,0,0.02149331383407116,0.05479515716433525,0.03096650540828705,608
0,0,0,84,DL,Torino,Como,1,0,2024-10-25,27450,2024,682579,0.02819136343896389,0,1,0,0,0.2312851995229721,0.20309382677078247,608
0,0,0,64,DL,Como,Parma Calcio 1913,1,1,2024-10-19,27436,2024,681007,0.46877521276474,0,2,0,0,0.827368974685669,0.827368974685669,608
0,1,0.014980723150074482,90,DL,Napoli,Como,3,1,2024-10-04,27430,2024,679005,0,0,0,0,0.014980723150074482,0.1965535283088684,0.1965535283088684,608
0,3,0.09125637263059616,90,DL,Como,Verona,3,2,2024-09-29,27414,2024,678458,0.4974749684333801,0,4,0,0.09125637263059616,1.014699101448059,0.8206746578216553,608
0,1,0.015662208199501038,90,DL,Atalanta,Como,2,3,2024-09-24,27402,2024,676981,0,0,0,0,0.015662208199501038,0.16109105944633484,0.16109105944633484,608
0,1,0.056605253368616104,90,DL,Como,Bologna,2,2,2024-09-14,27397,2024,673423,0,0,0,0,0.056605253368616104,0.3736669719219208,0.3170616924762726,608
0,0,0,90,DL,Udinese,Como,1,0,2024-09-01,27391,2024,672970,0.16428019106388092,0,3,0,0,0.33399444818496704,0.20242956280708313,608
0,1,0.018706340342760086,90,DL,Cagliari,Como,1,1,2024-08-26,27380,2024,669305,0.06286589801311493,0,2,0,0.018706340342760086,0.1011517271399498,0.019579490646719933,608
0,0,0,90,DR,Juventus,Como,3,0,2024-08-19,27371,2024,667426,0,0,0,0,0,0.10753493756055832,0.10753493756055832,608
0,1,0.07621308416128159,85,DL,Villarreal,Real Madrid,4,4,2024-05-19,23054,2023,663492,0.16416975855827332,0,3,0,0.07621308416128159,0.7310013771057129,0.5579675436019897,608
1,1,0.029407983645796776,59,DL,Celta Vigo,Villarreal,3,2,2024-05-05,23015,2023,659530,0.058179453015327454,0,1,1,0.029407983645796776,0.15721315145492554,0.06962571293115616,608
