id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,ref_player_id
14586,12,MissedShots,0.8859999847412109,0.7419999694824219,0.042189400643110275,Bojan,h,871,OpenPlay,2014,RightFoot,4752,Stoke,Aston Villa,0,1,2014-08-16 15:00:00,Erik Pieters,TakeOn,871
14593,51,BlockedShot,0.8630000305175781,0.5329999923706055,0.06866580247879028,Bojan,h,871,OpenPlay,2014,RightFoot,4752,Stoke,Aston Villa,0,1,2014-08-16 15:00:00,Stephen Ireland,HeadPass,871
14598,67,BlockedShot,0.8009999847412109,0.6020000076293945,0.03152630105614662,Bojan,h,871,SetPiece,2014,LeftFoot,4752,Stoke,Aston Villa,0,1,2014-08-16 15:00:00,Marko Arnautovic,Pass,871
14770,79,BlockedShot,0.750999984741211,0.5629999923706055,0.0184067003428936,Bojan,a,871,OpenPlay,2014,RightFoot,4765,Hull,Stoke,1,1,2014-08-24 13:30:00,Ryan Shawcross,BallRecovery,871
14771,81,BlockedShot,0.8030000305175782,0.5609999847412109,0.03506220132112503,Bojan,a,871,SetPiece,2014,LeftFoot,4765,Hull,Stoke,1,1,2014-08-24 13:30:00,,None,871
15348,24,MissedShots,0.715,0.799000015258789,0.00911908969283104,Bojan,h,871,OpenPlay,2014,RightFoot,4723,Stoke,Leicester,0,1,2014-09-13 15:00:00,Erik Pieters,Pass,871
15359,51,SavedShot,0.8230000305175781,0.675,0.035852499306201935,Bojan,h,871,OpenPlay,2014,RightFoot,4723,Stoke,Leicester,0,1,2014-09-13 15:00:00,Victor Moses,Pass,871
15363,59,BlockedShot,0.8969999694824219,0.28100000381469725,0.05164340138435364,Bojan,h,871,OpenPlay,2014,RightFoot,4723,Stoke,Leicester,0,1,2014-09-13 15:00:00,Peter Crouch,HeadPass,871
15368,65,MissedShots,0.7440000152587891,0.3129999923706055,0.015308000147342682,Bojan,h,871,OpenPlay,2014,RightFoot,4723,Stoke,Leicester,0,1,2014-09-13 15:00:00,Peter Crouch,HeadPass,871
16231,4,BlockedShot,0.8519999694824218,0.345,0.05397909879684448,Bojan,h,871,OpenPlay,2014,LeftFoot,4650,Stoke,West Ham,2,2,2014-11-01 15:00:00,Steven N&#039;Zonzi,Pass,871
16234,9,BlockedShot,0.865999984741211,0.46599998474121096,0.07835649698972702,Bojan,h,871,OpenPlay,2014,RightFoot,4650,Stoke,West Ham,2,2,2014-11-01 15:00:00,,None,871
16241,32,BlockedShot,0.894000015258789,0.5829999923706055,0.11657600104808807,Bojan,h,871,OpenPlay,2014,RightFoot,4650,Stoke,West Ham,2,2,2014-11-01 15:00:00,Mame Biram Diouf,Pass,871
16246,43,MissedShots,0.8130000305175781,0.735999984741211,0.034915000200271606,Bojan,h,871,OpenPlay,2014,RightFoot,4650,Stoke,West Ham,2,2,2014-11-01 15:00:00,Victor Moses,TakeOn,871
16248,52,SavedShot,0.695,0.39599998474121095,0.03382759913802147,Bojan,h,871,DirectFreekick,2014,RightFoot,4650,Stoke,West Ham,2,2,2014-11-01 15:00:00,,Standard,871
16259,79,SavedShot,0.7769999694824219,0.4420000076293945,0.01954459957778454,Bojan,h,871,OpenPlay,2014,RightFoot,4650,Stoke,West Ham,2,2,2014-11-01 15:00:00,Steven N&#039;Zonzi,TakeOn,871
17305,5,Goal,0.769000015258789,0.47400001525878904,0.029516300186514854,Bojan,a,871,OpenPlay,2014,RightFoot,4666,Tottenham,Stoke,1,2,2014-11-09 13:30:00,Steven N&#039;Zonzi,TakeOn,871
17198,22,BlockedShot,0.7659999847412109,0.40700000762939453,0.0704398974776268,Bojan,h,871,DirectFreekick,2014,RightFoot,4669,Stoke,Burnley,1,2,2014-11-22 15:00:00,,Standard,871
17200,31,BlockedShot,0.7290000152587891,0.5379999923706055,0.007592170033603907,Bojan,h,871,FromCorner,2014,RightFoot,4669,Stoke,Burnley,1,2,2014-11-22 15:00:00,Victor Moses,Chipped,871
17206,48,BlockedShot,0.765,0.700999984741211,0.019032500684261322,Bojan,h,871,FromCorner,2014,RightFoot,4669,Stoke,Burnley,1,2,2014-11-22 15:00:00,Marc Muniesa,Pass,871
17222,92,BlockedShot,0.759000015258789,0.5109999847412109,0.02352220006287098,Bojan,h,871,OpenPlay,2014,RightFoot,4669,Stoke,Burnley,1,2,2014-11-22 15:00:00,Ryan Shawcross,Pass,871
17881,59,ShotOnPost,0.889000015258789,0.674000015258789,0.05605290085077286,Bojan,a,871,OpenPlay,2014,RightFoot,4682,Liverpool,Stoke,1,0,2014-11-29 15:00:00,Erik Pieters,TakeOn,871
