id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,ref_player_id
14425,15,MissedShots,0.7040000152587891,0.6309999847412109,0.012134400196373463,Alexis Sánchez,h,498,OpenPlay,2014,RightFoot,4755,Arsenal,Crystal Palace,2,1,2014-08-16 17:30:00,,BallRecovery,498
14428,29,MissedShots,0.9230000305175782,0.639000015258789,0.015257500112056732,Alexis Sánchez,h,498,FromCorner,2014,Head,4755,Arsenal,Crystal Palace,2,1,2014-08-16 17:30:00,Santiago Cazorla,Cross,498
14437,68,SavedShot,0.775,0.42400001525878905,0.030332399532198906,Alexis Sánchez,h,498,OpenPlay,2014,RightFoot,4755,Arsenal,Crystal Palace,2,1,2014-08-16 17:30:00,Santiago Cazorla,Pass,498
14954,18,BlockedShot,0.860999984741211,0.6659999847412109,0.04469209909439087,Alexis Sánchez,a,498,OpenPlay,2014,RightFoot,4778,Leicester,Arsenal,1,1,2014-08-31 16:00:00,Aaron Ramsey,Chipped,498
14956,19,Goal,0.9319999694824219,0.485,0.5610759854316711,Alexis Sánchez,a,498,OpenPlay,2014,RightFoot,4778,Leicester,Arsenal,1,1,2014-08-31 16:00:00,,Rebound,498
14961,30,BlockedShot,0.815,0.7030000305175781,0.023013699799776077,Alexis Sánchez,a,498,OpenPlay,2014,RightFoot,4778,Leicester,Arsenal,1,1,2014-08-31 16:00:00,Aaron Ramsey,Chipped,498
14967,47,BlockedShot,0.925,0.6819999694824219,0.0637189969420433,Alexis Sánchez,a,498,OpenPlay,2014,RightFoot,4778,Leicester,Arsenal,1,1,2014-08-31 16:00:00,Santiago Cazorla,Pass,498
15148,6,SavedShot,0.7630000305175781,0.3039999961853027,0.018192900344729424,Alexis Sánchez,h,498,OpenPlay,2014,RightFoot,4719,Arsenal,Manchester City,2,2,2014-09-13 12:45:00,Aaron Ramsey,Pass,498
15157,36,MissedShots,0.769000015258789,0.6930000305175781,0.052494801580905914,Alexis Sánchez,h,498,DirectFreekick,2014,RightFoot,4719,Arsenal,Manchester City,2,2,2014-09-13 12:45:00,,Standard,498
15169,73,Goal,0.895,0.5790000152587891,0.3185810148715973,Alexis Sánchez,h,498,OpenPlay,2014,RightFoot,4719,Arsenal,Manchester City,2,2,2014-09-13 12:45:00,Jack Wilshere,HeadPass,498
16698,2,MissedShots,0.7219999694824218,0.6270000076293946,0.015324500389397144,Alexis Sánchez,a,498,OpenPlay,2014,RightFoot,4697,Chelsea,Arsenal,2,0,2014-10-05 14:05:00,Jack Wilshere,Pass,498
17843,6,SavedShot,0.9580000305175781,0.41700000762939454,0.4177579879760742,Alexis Sánchez,h,498,OpenPlay,2014,RightFoot,4705,Arsenal,Hull,2,2,2014-10-18 15:00:00,,Rebound,498
17847,12,Goal,0.9290000152587891,0.27899999618530275,0.0467057004570961,Alexis Sánchez,h,498,OpenPlay,2014,RightFoot,4705,Arsenal,Hull,2,2,2014-10-18 15:00:00,Per Mertesacker,Pass,498
17855,46,BlockedShot,0.7859999847412109,0.62,0.028884800150990486,Alexis Sánchez,h,498,OpenPlay,2014,RightFoot,4705,Arsenal,Hull,2,2,2014-10-18 15:00:00,Santiago Cazorla,Pass,498
17860,82,BlockedShot,0.8569999694824219,0.43099998474121093,0.06607689708471298,Alexis Sánchez,h,498,OpenPlay,2014,RightFoot,4705,Arsenal,Hull,2,2,2014-10-18 15:00:00,Joel Campbell,Pass,498
17862,86,SavedShot,0.914000015258789,0.4640000152587891,0.04017329961061478,Alexis Sánchez,h,498,OpenPlay,2014,Head,4705,Arsenal,Hull,2,2,2014-10-18 15:00:00,Nacho Monreal,Aerial,498
16127,7,MissedShots,0.7180000305175781,0.28299999237060547,0.012148000299930573,Alexis Sánchez,a,498,OpenPlay,2014,RightFoot,4711,Sunderland,Arsenal,0,2,2014-10-25 15:00:00,Santiago Cazorla,Pass,498
16131,29,Goal,0.8490000152587891,0.46900001525878904,0.33145201206207275,Alexis Sánchez,a,498,OpenPlay,2014,RightFoot,4711,Sunderland,Arsenal,0,2,2014-10-25 15:00:00,,None,498
16137,59,SavedShot,0.6990000152587891,0.49900001525878906,0.01617100089788437,Alexis Sánchez,a,498,OpenPlay,2014,RightFoot,4711,Sunderland,Arsenal,0,2,2014-10-25 15:00:00,,BallRecovery,498
16147,88,BlockedShot,0.8330000305175781,0.69,0.04461349919438362,Alexis Sánchez,a,498,OpenPlay,2014,RightFoot,4711,Sunderland,Arsenal,0,2,2014-10-25 15:00:00,Aaron Ramsey,Pass,498
16150,91,Goal,0.975999984741211,0.4370000076293945,0.5674149990081787,Alexis Sánchez,a,498,OpenPlay,2014,RightFoot,4711,Sunderland,Arsenal,0,2,2014-10-25 15:00:00,,BallRecovery,498
16715,16,SavedShot,0.7230000305175781,0.6140000152587891,0.04264260083436966,Alexis Sánchez,h,498,DirectFreekick,2014,RightFoot,4652,Arsenal,Burnley,3,0,2014-11-01 15:00:00,,Standard,498
16719,32,SavedShot,0.8219999694824218,0.71,0.019163599237799644,Alexis Sánchez,h,498,OpenPlay,2014,RightFoot,4652,Arsenal,Burnley,3,0,2014-11-01 15:00:00,,TakeOn,498
16723,35,MissedShots,0.7759999847412109,0.645,0.027551699429750443,Alexis Sánchez,h,498,OpenPlay,2014,RightFoot,4652,Arsenal,Burnley,3,0,2014-11-01 15:00:00,Santiago Cazorla,TakeOn,498
16725,39,SavedShot,0.9159999847412109,0.6680000305175782,0.07586020231246948,Alexis Sánchez,h,498,OpenPlay,2014,RightFoot,4652,Arsenal,Burnley,3,0,2014-11-01 15:00:00,Santiago Cazorla,Pass,498
16735,66,BlockedShot,0.8059999847412109,0.5729999923706055,0.07739520072937012,Alexis Sánchez,h,498,OpenPlay,2014,RightFoot,4652,Arsenal,Burnley,3,0,2014-11-01 15:00:00,Aaron Ramsey,LayOff,498
16736,69,Goal,0.925,0.5259999847412109,0.1376190036535263,Alexis Sánchez,h,498,OpenPlay,2014,Head,4652,Arsenal,Burnley,3,0,2014-11-01 15:00:00,Calum Chambers,Cross,498
