goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,ref_player_id
0,0,0,90,GK,Swansea,Hull,3,1,2015-04-04,4444,2014,25521,0,0,0,0,0,0,0,4409
0,0,0,90,GK,Hull,Chelsea,2,3,2015-03-22,4511,2014,24355,0,0,0,0,0,0,0,4409
0,0,0,90,GK,Leicester,Hull,0,0,2015-03-14,4495,2014,25878,0,0,0,0,0,0,0,4409
0,0,0,90,GK,Hull,Sunderland,1,1,2015-03-03,4483,2014,27232,0,0,0,0,0,0,0,4409
0,0,0,90,GK,Stoke,Hull,1,0,2015-02-28,4547,2014,26806,0,0,0,0,0,0.3444890081882477,0.3444890081882477,4409
0,0,0,90,GK,Hull,Queens Park Rangers,2,1,2015-02-21,4540,2014,27069,0,0,0,0,0,0,0,4409
0,0,0,90,GK,Hull,Aston Villa,2,0,2015-02-10,4527,2014,26988,0,0,0,0,0,0.20701700448989868,0.20701700448989868,4409
0,0,0,90,GK,Manchester City,Hull,1,1,2015-02-07,4519,2014,26203,0,0,0,0,0,0,0,4409
0,0,0,90,GK,Hull,Newcastle United,0,3,2015-01-31,4581,2014,26273,0,0,0,0,0,0,0,4409
0,0,0,90,GK,West Ham,Hull,3,0,2015-01-18,4578,2014,22252,0,0,0,0,0,0,0,4409
0,0,0,90,GK,West Bromwich Albion,Hull,1,0,2015-01-10,4563,2014,21170,0,0,0,0,0,0.01829800009727478,0.01829800009727478,4409
0,0,0,90,GK,Hull,Everton,2,0,2015-01-01,4558,2014,22322,0,0,0,0,0,0,0,4409
0,0,0,90,GK,Hull,Leicester,0,1,2014-12-28,4642,2014,21236,0,0,0,0,0,0.022919299080967903,0.022919299080967903,4409
0,0,0,90,GK,Sunderland,Hull,1,3,2014-12-26,4632,2014,20812,0,0,0,0,0,0,0,4409
0,0,0,90,GK,Hull,Swansea,0,1,2014-12-20,4625,2014,21615,0,0,0,0,0,0.07147549837827682,0.07147549837827682,4409
0,0,0,90,GK,Chelsea,Hull,2,0,2014-12-13,4610,2014,20620,0,0,0,0,0,0,0,4409
0,0,0,90,GK,Hull,West Bromwich Albion,0,0,2014-12-06,4603,2014,22790,0,0,0,0,0,0,0,4409
0,0,0,90,GK,Everton,Hull,1,1,2014-12-03,4596,2014,22530,0,0,0,0,0,0,0,4409
0,0,0,90,GK,Manchester United,Hull,3,0,2014-11-29,4683,2014,20784,0,0,0,0,0,0,0,4409
0,0,0,90,GK,Hull,Tottenham,1,2,2014-11-23,4677,2014,19374,0,0,0,0,0,0.11432699859142303,0.11432699859142303,4409
0,0,0,90,GK,Hull,Manchester City,2,4,2014-09-27,4744,2014,18490,0,0,0,0,0,0.11398500204086304,0.11398500204086304,4409
0,0,0,90,GK,Newcastle United,Hull,2,2,2014-09-20,4733,2014,18286,0,0,0,0,0,0,0,4409
0,0,0,90,GK,Hull,West Ham,2,2,2014-09-15,4728,2014,17937,0,0,0,0,0,0,0,4409
0,0,0,90,GK,Aston Villa,Hull,2,1,2014-08-31,4776,2014,17592,0,0,0,0,0,0.060951799154281616,0.060951799154281616,4409
0,0,0,90,GK,Hull,Stoke,1,1,2014-08-24,4765,2014,17411,0,0,0,0,0,0,0,4409
0,0,0,90,GK,Queens Park Rangers,Hull,0,1,2014-08-16,4751,2014,17203,0,0,0,0,0,0.02248240076005459,0.02248240076005459,4409
