id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
741,Jordan Pickford,2,180,0,0,0,0,0,0,0,0,GK,Sunderland,0,0,0,0,2015
741,Jordan Pickford,29,2610,0,0,0,0.5408075042068958,0,4,0,0,GK,Sunderland,0,0,1.3766982108354568,0.835890706628561,2016
741,Jordan Pickford,38,3420,0,0,0,0.06671510078012943,0,3,0,0,GK,Everton,0,0,1.7559258211404085,1.73276412114501,2017
741,Jordan Pickford,38,3420,0,0,0,0.04051639884710312,0,1,1,0,GK,Everton,0,0,2.376255791634321,2.335739491507411,2018
741,Jordan Pickford,38,3420,0,0,0,0.03647869825363159,0,1,2,0,GK,Everton,0,0,3.2169587407261133,3.2169587407261133,2019
741,Jordan Pickford,31,2742,0,0,0,0.021773599088191986,0,1,1,0,GK,Everton,0,0,3.714157343842089,3.692383744753897,2020
741,Jordan Pickford,35,3150,0,0,0,0.14213419891893864,0,5,2,0,GK,Everton,0,0,1.6098093083128333,1.4676753049716353,2021
741,Jordan Pickford,37,3330,0,0,1,0.31264179944992065,0,2,5,0,GK,Everton,0,0,2.1473599188029766,2.0791591219604015,2022
741,Jordan Pickford,38,3420,0,0,0,0.1356039261445403,0,4,5,0,GK,Everton,0,0,4.561621826142073,4.441057674586773,2023
741,Jordan Pickford,22,1980,0,0,0,0.03514539822936058,0,1,6,0,GK,Everton,0,0,1.6258765328675508,1.5907311346381903,2024
741,Jordan Pickford,22,1980,0,0,0,0.03514539822936058,0,1,6,0,GK,Everton,0,0,1.6258765328675508,1.5907311346381903,2025
