id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
985,Mason Holgate,18,1378,0,0.3201606087386608,1,1.572614874690771,6,9,2,0,D M S,Everton,0,0.3201606087386608,5.161694630980492,4.277142629027367,2016
985,Mason Holgate,15,1182,0,0.46967168897390366,0,0.6658227127045393,5,7,3,0,D S,Everton,0,0.46967168897390366,1.6756435371935368,0.999502019956708,2017
985,Mason Holgate,5,407,0,0,0,0,0,0,1,0,D S,Everton,0,0,0.6817190982401371,0.6817190982401371,2018
985,Mason Holgate,27,2047,0,1.4054015278816223,3,1.1222637072205544,12,4,5,0,D M S,Everton,0,1.4054015278816223,6.361286384984851,5.70923450216651,2019
985,Mason Holgate,28,2298,1,1.2981894947588444,0,0.5711942873895168,5,8,9,0,D M S,Everton,1,1.2981894947588444,3.7908532954752445,3.348965907469392,2020
985,Mason Holgate,25,2137,2,1.660384014248848,1,0.10458620265126228,7,3,6,1,D M S,Everton,2,1.660384014248848,1.5720062172040343,1.5205509206280112,2021
985,Mason Holgate,8,505,0,0.9284062683582306,0,0.3237291630357504,4,6,1,1,D S,Everton,0,0.9284062683582306,1.3223813269287348,1.0586145222187042,2022
985,Mason Holgate,10,718,0,0.9260915219783783,0,0.4414309561252594,3,1,3,1,D S,Sheffield United,0,0.9260915219783783,1.08466067770496,0.6432297215797007,2023
985,Mason Holgate,1,1,0,0,0,0,0,0,0,0,S,Everton,0,0,0,0,2024
985,Mason Holgate,1,1,0,0,0,0,0,0,0,0,S,Everton,0,0,0,0,2025
