goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,ref_player_id
0,0,0,90,DMR,Hoffenheim,Eintracht Frankfurt,2,2,2025-01-26,27906,2024,702066,0.7899624705314636,1,1,0,0,0.7899624705314636,0,10750
0,0,0,75,MR,Eintracht Frankfurt,Borussia Dortmund,2,0,2025-01-17,27898,2024,699634,0.48699951171875,1,1,0,0,0.8976382613182068,0.8976382613182068,10750
0,0,0,84,MR,Eintracht Frankfurt,Freiburg,4,1,2025-01-14,27889,2024,699056,0,0,0,0,0,0.20093703269958496,0.20093703269958496,10750
0,2,0.2838706970214844,90,MR,St. Pauli,Eintracht Frankfurt,0,1,2025-01-11,27885,2024,698216,0.46454131603240967,0,1,0,0.2838706970214844,0.9833801984786987,0.26432499289512634,10750
1,4,0.5703455209732056,90,DC,Eintracht Frankfurt,Mainz 05,1,3,2024-12-21,27871,2024,695167,0.011801973916590214,0,1,1,0.5703455209732056,0.4853403866291046,0.3964136242866516,10750
0,1,0.05108601599931717,90,DC,RasenBallsport Leipzig,Eintracht Frankfurt,2,1,2024-12-15,27859,2024,694663,0,0,0,0,0.05108601599931717,0.11596721410751343,0.11596721410751343,10750
0,0,0,90,DR,Eintracht Frankfurt,Augsburg,2,2,2024-12-07,27858,2024,692005,0,0,0,0,0,0.3306772708892822,0.3306772708892822,10750
0,0,0,90,DR,FC Heidenheim,Eintracht Frankfurt,0,4,2024-12-01,27843,2024,691028,0.05243546888232231,0,1,0,0,0.9753318428993225,0.9753318428993225,10750
0,0,0,37,DMR,Union Berlin,Eintracht Frankfurt,1,1,2024-10-27,27811,2024,683683,0,0,0,0,0,0,0,10750
0,0,0,90,DR,Bayer Leverkusen,Eintracht Frankfurt,2,1,2024-10-19,27796,2024,681273,0.07753191888332367,0,1,0,0,0.1069449931383133,0.029413076117634773,10750
0,0,0,90,DR,Eintracht Frankfurt,Bayern Munich,3,3,2024-10-06,27787,2024,680449,0.5149151086807251,0,1,0,0,0.52543044090271,0.010515348054468632,10750
0,0,0,90,DR,Holstein Kiel,Eintracht Frankfurt,2,4,2024-09-29,27785,2024,678533,0.41763409972190857,0,1,0,0,1.1401575803756714,0.7225234508514404,10750
0,0,0,90,DR,Eintracht Frankfurt,Borussia M.Gladbach,2,0,2024-09-21,27774,2024,675989,0.03124316968023777,0,1,0,0,0.5484799742698669,0.5172368288040161,10750
0,0,0,90,DR,Wolfsburg,Eintracht Frankfurt,1,2,2024-09-14,27764,2024,673530,0,0,0,0,0,0.14323610067367554,0.14323610067367554,10750
0,1,0.10252361744642258,90,DMR,Eintracht Frankfurt,Hoffenheim,3,1,2024-08-31,27756,2024,671570,0.10942704975605011,0,2,0,0.10252361744642258,0.23821395635604858,0.0262632854282856,10750
0,0,0,90,DR,Borussia Dortmund,Eintracht Frankfurt,2,0,2024-08-24,27748,2024,668306,0,0,0,0,0,0.8625454306602478,0.8625454306602478,10750
0,0,0,1,Sub,Roma,Genoa,1,0,2024-05-19,22672,2023,663752,0,0,0,0,0,0,0,10750
0,0,0,87,DR,Atalanta,Roma,2,1,2024-05-12,22655,2023,661481,0,0,0,0,0,0.15826891362667084,0.15826891362667084,10750
0,3,0.06239930912852287,90,DR,Roma,Juventus,1,1,2024-05-05,22652,2023,659760,0.023363320156931877,0,1,0,0.06239930912852287,0.17673540115356445,0.17673540115356445,10750
0,0,0,87,DR,Napoli,Roma,2,2,2024-04-28,22636,2023,657932,0.07328160852193832,0,1,0,0,0.12859788537025452,0.12859788537025452,10750
0,0,0,26,DR,Monza,Roma,1,4,2024-03-02,22569,2023,645129,0,0,0,0,0,0.10126791894435883,0.10126791894435883,10750
0,1,0.34772905707359314,90,DMR,Roma,Torino,3,2,2024-02-26,22559,2023,644172,0,0,0,0,0.34772905707359314,0.3630898892879486,0.015360835939645767,10750
