goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,ref_player_id
0,1,0.09902025014162064,75,FW,Marseille,Monaco,2,1,2024-12-01,28162,2024,691130,0.1332641988992691,0,1,0,0.09902025014162064,0.31657132506370544,0.08428686857223511,9690
1,2,0.3695095479488373,72,FW,Rennes,Monaco,1,2,2024-10-05,28103,2024,679971,0,0,0,1,0.3695095479488373,0.3695095479488373,0,9690
1,7,1.5648751258850098,90,FW,Monaco,Montpellier,2,1,2024-09-28,28100,2024,678243,0.965611457824707,0,4,1,1.5648751258850098,2.1848504543304443,0.49472296237945557,9690
1,5,0.6781884431838989,90,FW,Monaco,Le Havre,3,1,2024-09-22,28092,2024,676276,0.03109888546168804,0,1,1,0.6781884431838989,0.6441348195075989,0,9690
0,2,0.18481355905532837,21,Sub,Auxerre,Monaco,0,3,2024-09-14,28077,2024,674050,0,0,0,0,0.18481355905532837,0.33409741520881653,0.14928385615348816,9690
0,2,0.18006838858127594,69,FW,Monaco,Lens,1,1,2024-09-01,28070,2024,672495,0,0,0,0,0.18006838858127594,0.34033164381980896,0.16026324033737183,9690
0,4,0.9614052772521973,71,FW,Monaco,Saint-Etienne,1,0,2024-08-17,28051,2024,666709,0,0,0,0,0.9614052772521973,0.651555061340332,0.12111914902925491,9690
0,2,0.1745377629995346,88,FW,Monaco,Nantes,4,0,2024-05-19,23675,2023,663996,0,0,0,0,0.1745377629995346,0.314202219247818,0.13966447114944458,9690
0,1,0.07979300618171692,47,Sub,Montpellier,Monaco,0,2,2024-05-12,23666,2023,661743,0.5782328248023987,1,1,0,0.07979300618171692,0.4863176643848419,0.406524658203125,9690
0,2,0.5588261485099792,21,Sub,Monaco,Clermont Foot,4,1,2024-05-04,23651,2023,658969,0,0,0,0,0.5588261485099792,0.5588261485099792,0,9690
0,1,0.6189022064208984,50,FW,Lyon,Monaco,3,2,2024-04-28,23646,2023,658003,0.5791613459587097,1,1,0,0.6189022064208984,1.1980634927749634,0,9690
