id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
804,Craig Dawson,29,2593,2,1.7655173316597939,0,0.3051367048174143,16,5,6,0,D,West Bromwich Albion,2,1.7655173316597939,3.1169052943587303,2.8705662712454796,2014
804,Craig Dawson,38,3387,4,4.9939436465501785,0,3.273947911337018,38,28,3,0,D,West Bromwich Albion,4,4.9939436465501785,5.419562907889485,4.053239188157022,2015
804,Craig Dawson,37,3281,4,2.965410745702684,0,1.097650544717908,21,21,10,0,D,West Bromwich Albion,4,2.965410745702684,3.4220777563750744,2.8161372002214193,2016
804,Craig Dawson,28,2512,2,2.2623332012444735,0,0.9375915974378586,15,9,6,0,D,West Bromwich Albion,2,2.2623332012444735,2.4390195785090327,1.8609244981780648,2017
804,Craig Dawson,29,2356,2,2.2408691719174385,0,0.3374617025256157,26,5,6,0,D S,Watford,2,2.2408691719174385,4.197169275954366,3.989171919412911,2019
804,Craig Dawson,22,1925,3,2.7360610645264387,0,0.05446829833090305,16,2,3,1,D,West Ham,3,2.7360610645264387,3.0050550205633044,3.0050550205633044,2020
804,Craig Dawson,34,2760,2,2.9423965979367495,2,1.0429365001618862,25,5,5,1,D S,West Ham,2,2.9423965979367495,5.017234046943486,4.921364744193852,2021
804,Craig Dawson,25,2148,1,1.5213804170489311,0,0.10790100321173668,17,2,6,0,D,"West Ham,Wolverhampton Wanderers",1,1.5213804170489311,3.398840533569455,3.246724532917142,2022
804,Craig Dawson,25,2214,1,1.3575858976691961,1,1.350392846390605,16,9,7,0,D,Wolverhampton Wanderers,1,1.3575858976691961,4.3896971847862005,4.195270133204758,2023
804,Craig Dawson,15,950,0,0.40684073232114315,0,0.06978518515825272,5,2,2,0,D S,Wolverhampton Wanderers,0,0.40684073232114315,2.3292105179280043,2.3170803170651197,2024
804,Craig Dawson,15,950,0,0.40684073232114315,0,0.06978518515825272,5,2,2,0,D S,Wolverhampton Wanderers,0,0.40684073232114315,2.3292105179280043,2.3170803170651197,2025
