goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,ref_player_id
0,0,0,5,Sub,Mallorca,Rayo Vallecano,3,0,2023-06-04,19340,2022,602545,0,0,0,0,0,0,0,576
0,0,0,1,Sub,Espanyol,Rayo Vallecano,0,2,2022-08-19,18972,2022,541993,0,0,0,0,0,0,0,576
0,0,0,64,DC,Rayo Vallecano,Levante,2,4,2022-05-20,17514,2021,536923,0,0,0,0,0,0.01920809969305992,0.01920809969305992,576
0,0,0,1,Sub,Mallorca,Rayo Vallecano,2,1,2022-05-15,17500,2021,536466,0,0,0,0,0,0.0936656966805458,0.0936656966805458,576
0,1,0.27605798840522766,90,DC,Getafe,Rayo Vallecano,0,0,2022-05-08,17481,2021,533318,0,0,0,0,0.27605798840522766,0.2080339938402176,0.2080339938402176,576
0,0,0,2,Sub,Barcelona,Rayo Vallecano,0,1,2022-04-24,17338,2021,529773,0,0,0,0,0,0,0,576
0,0,0,1,Sub,Espanyol,Rayo Vallecano,0,1,2022-04-21,17461,2021,528182,0,0,0,0,0,0,0,576
0,0,0,90,DC,Granada,Rayo Vallecano,2,2,2022-04-03,17432,2021,523776,0,0,0,0,0,0,0,576
0,3,1.0051000118255615,90,DC,Rayo Vallecano,Atletico Madrid,0,1,2022-03-19,17424,2021,521478,0,0,0,0,1.0051000118255615,0.45821699500083923,0.09359379857778549,576
0,0,0,90,DC,Rayo Vallecano,Sevilla,1,1,2022-03-13,17414,2021,519803,0,0,0,0,0,0.1342869997024536,0.1342869997024536,576
0,0,0,90,DC,Cadiz,Rayo Vallecano,2,0,2022-03-06,17400,2021,518072,0,0,0,0,0,0.4411109983921051,0.4411109983921051,576
0,5,0.19930000603199005,90,DC,Rayo Vallecano,Real Madrid,0,1,2022-02-26,17394,2021,516221,0,0,0,0,0.19930000603199005,0.048167601227760315,0.035035498440265656,576
0,0,0,9,Sub,Elche,Rayo Vallecano,2,1,2022-02-18,17385,2021,513934,0,0,0,0,0,0.015010099858045578,0.015010099858045578,576
0,0,0,1,Sub,Rayo Vallecano,Barcelona,1,0,2021-10-27,17236,2021,491433,0.025313999503850937,0,1,0,0,0.025313999503850937,0,576
0,0,0,1,Sub,Rayo Vallecano,Getafe,3,0,2021-09-18,17184,2021,481854,0,0,0,0,0,0,0,576
0,0,0,90,DC,Sevilla,Rayo Vallecano,3,0,2021-08-15,17143,2021,476462,0,0,0,0,0,0.35705599188804626,0.35705599188804626,576
0,0,0,29,Sub,Celta Vigo,Rayo Vallecano,2,2,2019-05-18,10335,2018,333811,0,0,0,0,0,0.1834219992160797,0.1834219992160797,576
0,2,0.05124789848923683,90,DMC,Levante,Rayo Vallecano,4,1,2019-05-04,10313,2018,330031,0.040694501250982285,0,1,0,0.05124789848923683,0.11426500231027603,0.07357040047645569,576
0,0,0,80,DMC,Rayo Vallecano,Real Madrid,1,0,2019-04-28,10302,2018,329330,0,0,0,0,0,0.11413100361824036,0.11413100361824036,576
0,1,0.04951779916882515,90,MC,Sevilla,Rayo Vallecano,5,0,2019-04-25,10296,2018,327928,0.013155500404536724,0,1,0,0.04951779916882515,0.37494099140167236,0.36178499460220337,576
0,1,0.026066400110721588,90,DMC,Rayo Vallecano,SD Huesca,0,0,2019-04-20,10282,2018,326233,0,0,0,0,0.026066400110721588,0.3883660137653351,0.36229899525642395,576
0,2,0.03743389993906021,90,DMC,Athletic Club,Rayo Vallecano,3,2,2019-04-14,10267,2018,324748,0,0,0,0,0.03743389993906021,0.6218889951705933,0.6050130128860474,576
1,3,0.32109498977661133,90,DMC,Rayo Vallecano,Valencia,2,0,2019-04-06,10265,2018,322768,0.05847330018877983,0,1,1,0.32109498977661133,0.11559999734163284,0.038038600236177444,576
0,3,0.14794699847698212,90,DMC,Eibar,Rayo Vallecano,2,1,2019-04-03,10254,2018,321843,0,0,0,0,0.14794699847698212,0.09387470036745071,0,576
0,2,0.09877479821443558,90,MC,Rayo Vallecano,Real Betis,1,1,2019-03-31,10244,2018,318306,0.5178830027580261,0,5,0,0.09877479821443558,0.5001360177993774,0.3429200053215027,576
1,1,0.0627714991569519,90,MC,Villarreal,Rayo Vallecano,3,1,2019-03-17,10236,2018,317248,0,0,0,1,0.0627714991569519,0.030108200386166573,0.030108200386166573,576
0,2,0.08521050214767456,67,DMC,Rayo Vallecano,Girona,0,2,2019-03-01,10216,2018,311386,0,0,0,0,0.08521050214767456,0.058742400258779526,0,576
0,1,0.027521399781107903,28,Sub,Getafe,Rayo Vallecano,2,1,2019-02-23,10202,2018,311156,0,0,0,0,0.027521399781107903,0.1400420069694519,0.11252100020647049,576
0,0,0,90,MC,Rayo Vallecano,Atletico Madrid,0,1,2019-02-16,10191,2018,310883,0.012905100360512733,0,1,0,0,0.14117200672626495,0.14117200672626495,576
0,0,0,8,Sub,Espanyol,Rayo Vallecano,2,1,2019-02-09,10183,2018,310624,0.05299669876694679,0,1,0,0,0.1537110060453415,0.10071399807929993,576
0,0,0,88,DMC,Alaves,Valencia,2,1,2017-02-25,3959,2016,156311,0,0,0,0,0,0.051437798887491226,0.051437798887491226,576
0,0,0,14,Sub,Valencia,Real Madrid,2,1,2017-02-22,3954,2016,157411,0,0,0,0,0,0,0,576
0,1,0.017000999301671982,90,DMC,Real Betis,Valencia,0,0,2017-02-11,3938,2016,157974,0,0,0,0,0.017000999301671982,0.02968060038983822,0.012679499574005604,576
0,0,0,90,MC,Valencia,Eibar,0,4,2017-02-04,3928,2016,156633,0.06470750272274017,0,1,0,0,0.5321890115737915,0.4674820005893707,576
0,0,0,44,Sub,Las Palmas,Valencia,3,1,2017-01-30,3923,2016,155816,0,0,0,0,0,0.00855465978384018,0.00855465978384018,576
0,0,0,12,Sub,Villarreal,Valencia,0,2,2017-01-21,3908,2016,154451,0,0,0,0,0,0,0,576
0,0,0,1,Sub,Valencia,Espanyol,2,1,2017-01-15,3898,2016,156666,0,0,0,0,0,0,0,576
0,0,0,90,DC,Osasuna,Valencia,3,3,2017-01-09,3893,2016,155501,0,0,0,0,0,0.19600699841976166,0.19600699841976166,576
0,3,0.17033299803733826,79,MC,Real Sociedad,Valencia,3,2,2016-12-10,3175,2016,154307,0,0,0,0,0.17033299803733826,0.010784899815917015,0.010784899815917015,576
0,0,0,90,MC,Valencia,Malaga,2,2,2016-12-04,3171,2016,153960,0.02332950010895729,0,1,0,0,0.02332950010895729,0,576
0,0,0,80,MC,Sevilla,Valencia,2,1,2016-11-26,2800,2016,153836,0.07304780185222626,0,1,0,0,0.1133119985461235,0.1133119985461235,576
0,2,0.1285800039768219,90,MC,Valencia,Granada,1,1,2016-11-20,2792,2016,153767,0,0,0,0,0.1285800039768219,0.5724369883537292,0.5724369883537292,576
0,0,0,90,DMC,Celta Vigo,Valencia,2,1,2016-11-06,2783,2016,153503,0,0,0,0,0,0.18037399649620056,0.18037399649620056,576
0,0,0,90,DMC,Deportivo La Coruna,Valencia,1,1,2016-10-31,3317,2016,152561,0,0,0,0,0,0.026677599176764488,0.026677599176764488,576
0,0,0,90,DMC,Valencia,Barcelona,2,3,2016-10-22,1861,2016,153130,0,0,0,0,0,0.3000360131263733,0.3000360131263733,576
2,2,0.6590369939804077,90,DMC,Sporting Gijon,Valencia,1,2,2016-10-16,1856,2016,153034,0,0,0,2,0.6590369939804077,0.17575199902057648,0.08483549952507019,576
0,1,0.02399750053882599,90,DMC,Valencia,Atletico Madrid,0,2,2016-10-02,1844,2016,152183,0.022783799096941948,0,1,0,0.02399750053882599,0.09852380305528641,0.07452630251646042,576
1,1,0.47616899013519287,90,DMC,Leganes,Valencia,1,2,2016-09-25,1834,2016,151920,0.0924232006072998,0,1,1,0.47616899013519287,0.0924232006072998,0,576
0,1,0.027270300313830376,66,MC,Athletic Club,Valencia,2,1,2016-09-18,1815,2016,151389,0,0,0,0,0.027270300313830376,0.7118200063705444,0.6845499873161316,576
0,0,0,49,MC,Valencia,Real Betis,2,3,2016-09-11,1806,2016,151126,0,0,0,0,0,0.025784600526094437,0.025784600526094437,576
0,0,0,78,MC,Eibar,Valencia,1,0,2016-08-27,1792,2016,150860,0,0,0,0,0,0.7345640063285828,0.7345640063285828,576
0,1,0.0274898000061512,23,Sub,Watford,Sunderland,2,2,2016-05-15,458,2015,57867,0.1309790015220642,0,1,0,0.0274898000061512,0.1950089931488037,0.036540500819683075,576
0,0,0,90,MC,Norwich,Watford,4,2,2016-05-11,448,2015,62413,0,0,0,0,0,0.4906890094280243,0.4906890094280243,576
0,0,0,54,MC,Liverpool,Watford,2,0,2016-05-08,445,2015,62441,0,0,0,0,0,0.05143769830465317,0.05143769830465317,576
0,1,0.03681090101599693,90,MC,Watford,Aston Villa,3,2,2016-04-30,430,2015,63525,0.0867990031838417,0,3,0,0.03681090101599693,0.7022150158882141,0.5970180034637451,576
0,0,0,90,MC,West Ham,Watford,3,1,2016-04-20,416,2015,65994,0,0,0,0,0,0.05333369970321655,0.05333369970321655,576
0,2,0.06734120100736618,23,Sub,West Bromwich Albion,Watford,0,1,2016-04-16,409,2015,63023,0,0,0,0,0.06734120100736618,0.06734120100736618,0,576
0,0,0,5,Sub,Watford,Everton,1,1,2016-04-09,395,2015,67452,0.04211600124835968,0,1,0,0,0.04211600124835968,0,576
0,0,0,90,MC,Arsenal,Watford,4,0,2016-04-02,385,2015,67207,0.02932159975171089,0,1,0,0,0.02932159975171089,0,576
0,1,0.0275494996458292,90,MC,Watford,Stoke,1,2,2016-03-19,377,2015,66972,0,0,0,0,0.0275494996458292,0.053322698920965195,0.025773199275135994,576
0,1,0.025769399479031563,66,MC,Watford,Leicester,0,1,2016-03-05,366,2015,66604,0,0,0,0,0.025769399479031563,0.16094699501991272,0.13517700135707855,576
0,0,0,19,Sub,Manchester United,Watford,1,0,2016-03-03,358,2015,67493,0,0,0,0,0,0,0,576
0,1,0.01769240014255047,32,Sub,Watford,Bournemouth,0,0,2016-02-27,342,2015,66344,0.0438757985830307,0,1,0,0.01769240014255047,0.0438757985830307,0.0438757985830307,576
0,1,0.018220800906419754,16,Sub,Crystal Palace,Watford,1,2,2016-02-13,335,2015,61124,0,0,0,0,0.018220800906419754,0.04814570024609566,0.029924899339675903,576
0,0,0,47,DMC,Tottenham,Watford,1,0,2016-02-06,324,2015,59772,0,0,0,0,0,0,0,576
0,0,0,1,Sub,Watford,Chelsea,0,0,2016-02-03,320,2015,60066,0,0,0,0,0,0,0,576
0,1,0.020633000880479813,66,MC,AC Milan,Fiorentina,2,0,2016-01-17,749,2015,104705,0,0,0,0,0.020633000880479813,0.28841501474380493,0.2677820026874542,576
