id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
532,Cheikhou Kouyaté,31,2670,4,3.0627197325229645,2,1.1875272747129202,33,14,5,0,D M S,West Ham,4,3.0627197325229645,6.412817427888513,3.314806269481778,2014
532,Cheikhou Kouyaté,34,3017,5,5.835475044324994,2,1.3813032917678356,45,21,5,1,D M,West Ham,5,5.835475044324994,10.393910318613052,5.815707007423043,2015
532,Cheikhou Kouyaté,31,2738,1,1.052809914574027,0,0.31610972713679075,21,9,3,0,D M,West Ham,1,1.052809914574027,4.682202092371881,3.9972843220457435,2016
532,Cheikhou Kouyaté,33,2803,2,1.797162496484816,3,0.8765670051798224,22,16,5,0,D M S,West Ham,2,1.797162496484816,5.362252963706851,3.4819005113095045,2017
532,Cheikhou Kouyaté,31,1900,0,1.6332277162000537,2,0.8914863066747785,20,14,3,0,M S,Crystal Palace,0,1.6332277162000537,4.0476819118484855,2.8673989037051797,2018
532,Cheikhou Kouyaté,35,2560,1,2.1179451942443848,1,0.7690877951681614,24,10,4,0,D M S,Crystal Palace,1,2.1179451942443848,3.4630201142281294,1.339795295149088,2019
532,Cheikhou Kouyaté,36,3126,1,0.8239277079701424,0,0.8307867012917995,7,8,4,0,D M S,Crystal Palace,1,0.8239277079701424,4.744332169182599,4.530509167350829,2020
532,Cheikhou Kouyaté,27,1991,0,0.2199736936017871,1,0.703463114798069,7,4,3,0,D M S,Crystal Palace,0,0.2199736936017871,2.849405175074935,2.6750655602663755,2021
532,Cheikhou Kouyaté,21,871,1,0.18670253828167915,0,0.9933399967849255,6,8,3,0,D M S,Nottingham Forest,1,0.18670253828167915,2.0716649424284697,1.7446327153593302,2022
532,Cheikhou Kouyaté,12,199,0,0.4007705431431532,0,0.05584664270281792,5,1,2,0,M S,Nottingham Forest,0,0.4007705431431532,0.8718480132520199,0.4558485820889473,2023
