id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
501,Danny Welbeck,27,1714,4,7.272420795634389,3,2.887719358317554,58,30,3,0,F M S,"Arsenal,Manchester United",4,7.272420795634389,12.937735112383962,4.48967744410038,2014
501,Danny Welbeck,11,581,4,2.9756076019257307,2,0.760790191590786,20,7,1,0,F M S,Arsenal,4,2.9756076019257307,3.8843194730579853,1.0047504883259535,2015
501,Danny Welbeck,16,743,2,3.4654518999159336,2,1.1594071947038174,19,5,0,0,F M S,Arsenal,2,3.4654518999159336,4.500693671405315,0.6830954924225807,2016
501,Danny Welbeck,28,1169,5,5.722649320960045,2,1.3699032897129655,32,13,1,0,F M S,Arsenal,5,5.722649320960045,8.67899002879858,2.561773777939379,2017
501,Danny Welbeck,8,137,1,0.7929710298776627,1,0.2816691994667053,4,5,0,0,F S,Arsenal,1,0.7929710298776627,1.7137897610664368,0.7048691231757402,2018
501,Danny Welbeck,18,791,2,3.385593056678772,0,0.23542680218815804,22,3,0,0,F M S,Watford,2,3.385593056678772,3.5566499456763268,0.2847993355244398,2019
501,Danny Welbeck,24,1551,6,7.38038232550025,1,3.2313683964312077,35,22,0,0,F M S,Brighton,6,6.619250323623419,10.265666393563151,1.4765126965939999,2020
501,Danny Welbeck,25,1464,6,8.285231601446867,1,0.8949581095948815,43,17,0,0,F M S,Brighton,6,8.285231601446867,11.309016615152359,2.8017294164747,2021
501,Danny Welbeck,31,1868,6,9.550176788121462,3,5.098056230694056,62,30,0,0,F S,Brighton,6,9.550176788121462,16.103102758526802,5.3988224398344755,2022
501,Danny Welbeck,29,1723,5,6.242080001160502,1,2.18816620670259,40,22,4,0,F M S,Brighton,5,6.242080001160502,13.546813283115625,7.474573427811265,2023
501,Danny Welbeck,17,1317,6,6.520171947777271,2,0.7173267938196659,38,12,1,0,F S,Brighton,6,6.520171947777271,9.825558986514807,4.416674427688122,2024
501,Danny Welbeck,17,1317,6,6.520171947777271,2,0.7173267938196659,38,12,1,0,F S,Brighton,6,6.520171947777271,9.825558986514807,4.416674427688122,2025
