goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,ref_player_id
0,1,0.09907680004835129,90,FW,Watford,Sunderland,2,2,2016-05-15,458,2015,57878,0.07080119848251343,0,1,0,0.09907680004835129,0.33466899394989014,0.16479100286960602,731
0,0,0,30,Sub,Stoke,Sunderland,1,1,2016-04-30,427,2015,63405,0,0,0,0,0,0.11219699680805206,0.11219699680805206,731
0,0,0,19,Sub,Sunderland,Leicester,0,2,2016-04-10,401,2015,67144,0,0,0,0,0,0.09351889789104462,0.09351889789104462,731
0,0,0,7,Sub,Sunderland,West Bromwich Albion,0,0,2016-04-02,389,2015,66371,0,0,0,0,0,0,0,731
0,0,0,14,Sub,Newcastle United,Sunderland,1,1,2016-03-20,381,2015,66551,0,0,0,0,0,0,0,731
0,0,0,61,FW,Southampton,Sunderland,1,1,2016-03-05,360,2015,66302,0.11960200220346451,0,1,0,0,0.11960200220346451,0,731
1,3,0.07932720333337784,90,MR,Sunderland,Crystal Palace,2,2,2016-03-01,352,2015,67221,0,0,0,1,0.07932720333337784,0.22070400416851044,0.14137700200080872,731
0,2,0.11407700181007385,90,MR,West Ham,Sunderland,1,0,2016-02-27,341,2015,66573,0.040192101150751114,0,1,0,0.11407700181007385,0.12600800395011902,0.08315169811248779,731
0,2,0.14542999863624573,90,MR,Sunderland,Manchester United,2,1,2016-02-13,331,2015,61929,0,0,0,0,0.14542999863624573,0.11783599853515625,0.07414630055427551,731
0,0,0,65,Sub,Liverpool,Sunderland,2,2,2016-02-06,327,2015,58126,0,0,0,0,0,0.09025660157203674,0.09025660157203674,731
0,1,0.10434599965810776,6,Sub,Sunderland,Manchester City,0,1,2016-02-02,314,2015,59792,0.030199600383639336,0,1,0,0.10434599965810776,0,0,731
0,2,0.208746999502182,73,FW,Hull,Manchester United,0,0,2015-05-24,4435,2014,25846,0,0,0,0,0.208746999502182,0.27937600016593933,0.07062839716672897,731
0,4,0.24744899570941925,90,FW,Tottenham,Hull,2,0,2015-05-16,4422,2014,24242,0.146246999502182,0,2,0,0.24744899570941925,0.2980729937553406,0,731
0,1,0.06273409724235535,90,FW,Hull,Burnley,0,1,2015-05-09,4410,2014,24063,0.014092200435698032,0,1,0,0.06273409724235535,0.10694500058889389,0.09285309910774231,731
0,1,0.008522460237145424,90,FW,Hull,Arsenal,1,3,2015-05-04,4408,2014,23899,0,0,0,0,0.008522460237145424,0.14591999351978302,0.13739700615406036,731
