id,isResult,side,h,a,goals,xG,datetime,forecast,result,ref_team_id
470,True,a,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '2', 'a': '1'}","{'h': '1.4603', 'a': '0.445604'}",2016-08-15 23:00:00,"{'w': 0.626237586037322, 'd': 0.26236717257579795, 'l': 0.11139524132970029}",l,81
480,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'h': '1', 'a': '0'}","{'h': '1.69288', 'a': '0.39341'}",2016-08-21 19:00:00,"{'w': 0.6977671448837254, 'd': 0.22165678594943158, 'l': 0.0805760687442676}",w,81
490,True,a,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '3', 'a': '1'}","{'h': '3.21624', 'a': '1.08385'}",2016-08-28 19:00:00,"{'w': 0.7868693064280088, 'd': 0.12205609664328847, 'l': 0.09107303783848102}",l,81
497,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '2', 'a': '4'}","{'h': '1.32216', 'a': '1.85479'}",2016-09-10 18:00:00,"{'w': 0.2737018155518809, 'd': 0.22670299298908606, 'l': 0.4995951900139064}",l,81
505,True,a,"{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '4', 'a': '2'}","{'h': '1.94229', 'a': '2.37422'}",2016-09-17 18:00:00,"{'w': 0.322599422268023, 'd': 0.19488430395202397, 'l': 0.48251623531950255}",l,81
519,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '0', 'a': '3'}","{'h': '0.693818', 'a': '2.97877'}",2016-09-25 19:00:00,"{'w': 0.057641277852973107, 'd': 0.11216820670213486, 'l': 0.8301899008432813}",l,81
526,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '93', 'title': 'Middlesbrough', 'short_title': 'MID'}","{'h': '1', 'a': '1'}","{'h': '0.883385', 'a': '0.852603'}",2016-10-01 18:00:00,"{'w': 0.3404635417557719, 'd': 0.33614046503709366, 'l': 0.32339599320705087}",d,81
537,True,a,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '0', 'a': '1'}","{'h': '1.94599', 'a': '0.874219'}",2016-10-15 20:30:00,"{'w': 0.6247468677278066, 'd': 0.21317224731809428, 'l': 0.16208088225431216}",w,81
542,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'h': '1', 'a': '0'}","{'h': '1.19585', 'a': '0.808339'}",2016-10-22 18:00:00,"{'w': 0.4505935664319555, 'd': 0.3001213853420312, 'l': 0.24928504822234385}",w,81
2684,True,a,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '2', 'a': '0'}","{'h': '2.0087', 'a': '0.944816'}",2016-10-30 17:30:00,"{'w': 0.6207676078647, 'd': 0.2092770677158073, 'l': 0.1699553203209806}",l,81
2690,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'h': '1', 'a': '1'}","{'h': '0.404528', 'a': '0.81046'}",2016-11-05 19:00:00,"{'w': 0.17178635569244402, 'd': 0.40226201379176885, 'l': 0.42595163051577156}",d,81
2704,True,a,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '3', 'a': '2'}","{'h': '2.53396', 'a': '1.76706'}",2016-11-19 21:30:00,"{'w': 0.546801898542545, 'd': 0.1873765210775729, 'l': 0.26582149758929713}",l,81
2716,True,a,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '1', 'a': '1'}","{'h': '1.44452', 'a': '0.749388'}",2016-11-27 20:30:00,"{'w': 0.5367522105667207, 'd': 0.2690226722442931, 'l': 0.19422511713968016}",d,81
3111,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '1', 'a': '5'}","{'h': '0.882486', 'a': '2.96923'}",2016-12-03 21:30:00,"{'w': 0.0806048663673651, 'd': 0.12592219043925992, 'l': 0.7934723522695368}",l,81
3124,True,a,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '2', 'a': '2'}","{'h': '1.79134', 'a': '0.64998'}",2016-12-11 20:30:00,"{'w': 0.6485670246185653, 'd': 0.22200568915322014, 'l': 0.1294272853279412}",d,81
3129,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '1', 'a': '0'}","{'h': '1.67016', 'a': '0.923353'}",2016-12-14 23:45:00,"{'w': 0.5496100438699891, 'd': 0.24288762018701787, 'l': 0.2075023355904662}",w,81
3137,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '91', 'title': 'Hull', 'short_title': 'HUL'}","{'h': '1', 'a': '0'}","{'h': '1.92151', 'a': '1.13479'}",2016-12-17 19:00:00,"{'w': 0.5569533002609283, 'd': 0.22119095743079642, 'l': 0.22185574002227174}",w,81
3146,True,a,"{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '1', 'a': '4'}","{'h': '0.954864', 'a': '3.40585'}",2016-12-26 19:00:00,"{'w': 0.06648021511777973, 'd': 0.10309308897220555, 'l': 0.8304236060264651}",w,81
3156,True,a,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '1', 'a': '0'}","{'h': '1.10842', 'a': '1.58333'}",2016-12-31 15:00:00,"{'w': 0.26632161914686964, 'd': 0.2502344844892248, 'l': 0.48344389619108413}",l,81
3335,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '0', 'a': '2'}","{'h': '0.799911', 'a': '1.64905'}",2017-01-02 21:15:00,"{'w': 0.18023513253948825, 'd': 0.24389419638477688, 'l': 0.5758706707787296}",l,81
3346,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '3', 'a': '0'}","{'h': '1.72338', 'a': '1.06181'}",2017-01-14 19:00:00,"{'w': 0.5286614864958741, 'd': 0.23811870394756224, 'l': 0.23321980901896633}",w,81
3351,True,a,"{'id': '93', 'title': 'Middlesbrough', 'short_title': 'MID'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '1', 'a': '3'}","{'h': '0.958825', 'a': '2.6558'}",2017-01-21 18:00:00,"{'w': 0.11195907071924019, 'd': 0.15367806322528946, 'l': 0.7343627178397685}",w,81
3367,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '0', 'a': '4'}","{'h': '0.49472', 'a': '2.66472'}",2017-02-01 22:45:00,"{'w': 0.047460479558069514, 'd': 0.11978966520047904, 'l': 0.8327497006641047}",l,81
3376,True,a,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '1', 'a': '3'}","{'h': '1.06276', 'a': '0.91785'}",2017-02-04 15:00:00,"{'w': 0.3834680023479045, 'd': 0.3091898383626269, 'l': 0.30734215928867387}",w,81
3385,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '2', 'a': '2'}","{'h': '1.17553', 'a': '0.769974'}",2017-02-11 15:00:00,"{'w': 0.4542143582322544, 'd': 0.3046591542458722, 'l': 0.24112648751898572}",d,81
3396,True,a,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '1', 'a': '1'}","{'h': '1.21279', 'a': '1.48144'}",2017-02-25 17:30:00,"{'w': 0.3103231151961158, 'd': 0.2557940564356455, 'l': 0.4338828282942428}",d,81
3409,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '1', 'a': '2'}","{'h': '0.450583', 'a': '2.01134'}",2017-03-06 20:00:00,"{'w': 0.07206963749968377, 'd': 0.18192535359833006, 'l': 0.7460050047323128}",l,81
3411,True,a,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '3', 'a': '2'}","{'h': '3.68186', 'a': '1.25315'}",2017-03-11 15:00:00,"{'w': 0.8111467555289048, 'd': 0.10510113257433402, 'l': 0.08374440373731709}",l,81
3421,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '2', 'a': '3'}","{'h': '2.32174', 'a': '2.17004'}",2017-03-18 15:00:00,"{'w': 0.4307262630527704, 'd': 0.19395173040022734, 'l': 0.37532196840591314}",l,81
3433,True,a,"{'id': '91', 'title': 'Hull', 'short_title': 'HUL'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '2', 'a': '1'}","{'h': '0.778704', 'a': '1.24571'}",2017-04-01 15:00:00,"{'w': 0.23218517080345152, 'd': 0.2948142597778114, 'l': 0.47300056941229}",l,81
3440,True,a,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '3', 'a': '0'}","{'h': '2.16023', 'a': '0.303905'}",2017-04-05 19:45:00,"{'w': 0.8085033450934175, 'd': 0.15080390520406478, 'l': 0.04069273910472709}",l,81
3455,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'h': '1', 'a': '0'}","{'h': '1.20573', 'a': '0.307666'}",2017-04-08 15:00:00,"{'w': 0.5961372821693643, 'd': 0.30972623971888485, 'l': 0.09413647810765353}",w,81
3464,True,a,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '2', 'a': '2'}","{'h': '1.14121', 'a': '1.42815'}",2017-04-15 15:00:00,"{'w': 0.30142731901340336, 'd': 0.26247369218132177, 'l': 0.4360989887611749}",d,81
3479,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '0', 'a': '0'}","{'h': '0.668323', 'a': '0.104476'}",2017-04-22 15:00:00,"{'w': 0.45286194385920425, 'd': 0.49452498107718024, 'l': 0.05261307506361462}",d,81
3485,True,a,"{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '0', 'a': '0'}","{'h': '1.35509', 'a': '0.65149'}",2017-04-29 15:00:00,"{'w': 0.5385895392981587, 'd': 0.2820550493192977, 'l': 0.1793554113619962}",d,81
