id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,ref_player_id
41511,82,SavedShot,0.845999984741211,0.5329999923706055,0.1002030000090599,M&#039;Baye Niang,h,1126,OpenPlay,2014,LeftFoot,5152,AC Milan,Lazio,3,1,2014-08-31 17:00:00,Stephan El Shaarawy,Chipped,1126
44910,85,MissedShots,0.924000015258789,0.5420000076293945,0.09529560059309006,M&#039;Baye Niang,a,1126,FromCorner,2014,Head,5005,Genoa,AC Milan,1,0,2014-12-07 14:00:00,Giacomo Bonaventura,Cross,1126
45629,34,MissedShots,0.785,0.40900001525878904,0.0649079978466034,M&#039;Baye Niang,a,1126,OpenPlay,2014,LeftFoot,4968,Torino,AC Milan,1,1,2015-01-10 19:45:00,Mattia De Sciglio,TakeOn,1126
45631,39,BlockedShot,0.74,0.605999984741211,0.051673199981451035,M&#039;Baye Niang,a,1126,DirectFreekick,2014,RightFoot,4968,Torino,AC Milan,1,1,2015-01-10 19:45:00,,Standard,1126
46452,57,BlockedShot,0.894000015258789,0.2610000038146973,0.0320982001721859,M&#039;Baye Niang,a,1126,OpenPlay,2014,RightFoot,4996,Napoli,Genoa,2,1,2015-01-26 20:00:00,Edenilson,TakeOn,1126
46458,68,SavedShot,0.7709999847412109,0.6070000076293945,0.025792300701141357,M&#039;Baye Niang,a,1126,OpenPlay,2014,RightFoot,4996,Napoli,Genoa,2,1,2015-01-26 20:00:00,Luca Antonelli,LayOff,1126
46676,42,SavedShot,0.94,0.7090000152587891,0.058896299451589584,M&#039;Baye Niang,h,1126,OpenPlay,2014,RightFoot,4997,Genoa,Fiorentina,1,1,2015-01-31 17:00:00,Juraj Kucka,TakeOn,1126
46681,51,SavedShot,0.875,0.715,0.05137600004673004,M&#039;Baye Niang,h,1126,OpenPlay,2014,LeftFoot,4997,Genoa,Fiorentina,1,1,2015-01-31 17:00:00,Tomás Rincón,Pass,1126
46963,12,SavedShot,0.789000015258789,0.5359999847412109,0.10717099905014038,M&#039;Baye Niang,a,1126,DirectFreekick,2014,RightFoot,4935,Lazio,Genoa,0,1,2015-02-09 19:45:00,,Standard,1126
46964,16,MissedShots,0.8590000152587891,0.5459999847412109,0.02608250081539154,M&#039;Baye Niang,a,1126,SetPiece,2014,Head,4935,Lazio,Genoa,0,1,2015-02-09 19:45:00,Diego Perotti,Cross,1126
46966,47,MissedShots,0.8640000152587891,0.754000015258789,0.09686770290136337,M&#039;Baye Niang,a,1126,OpenPlay,2014,LeftFoot,4935,Lazio,Genoa,0,1,2015-02-09 19:45:00,Armando Izzo,Chipped,1126
46970,60,SavedShot,0.885,0.7030000305175781,0.061387501657009125,M&#039;Baye Niang,a,1126,OpenPlay,2014,LeftFoot,4935,Lazio,Genoa,0,1,2015-02-09 19:45:00,Edenilson,Pass,1126
47225,11,Goal,0.960999984741211,0.5309999847412109,0.6234920024871826,M&#039;Baye Niang,h,1126,OpenPlay,2014,RightFoot,4941,Genoa,Verona,5,2,2015-02-15 14:00:00,Iago Falque,Cross,1126
47224,11,SavedShot,0.9169999694824219,0.41200000762939454,0.10803999751806259,M&#039;Baye Niang,h,1126,OpenPlay,2014,RightFoot,4941,Genoa,Verona,5,2,2015-02-15 14:00:00,Diego Perotti,Cross,1126
47231,29,Goal,0.8919999694824219,0.52,0.10539700090885162,M&#039;Baye Niang,h,1126,OpenPlay,2014,Head,4941,Genoa,Verona,5,2,2015-02-15 14:00:00,Edenilson,Cross,1126
47234,44,MissedShots,0.9230000305175782,0.6769999694824219,0.06481020152568817,M&#039;Baye Niang,h,1126,OpenPlay,2014,LeftFoot,4941,Genoa,Verona,5,2,2015-02-15 14:00:00,Andrea Bertolacci,TakeOn,1126
47757,28,SavedShot,0.7969999694824219,0.47200000762939454,0.04338949918746948,M&#039;Baye Niang,a,1126,OpenPlay,2014,LeftFoot,4955,Sampdoria,Genoa,1,1,2015-02-24 17:30:00,Andrea Bertolacci,Pass,1126
47759,36,SavedShot,0.905,0.3160000038146973,0.06567849963903427,M&#039;Baye Niang,a,1126,OpenPlay,2014,RightFoot,4955,Sampdoria,Genoa,1,1,2015-02-24 17:30:00,Diego Perotti,Pass,1126
47979,25,MissedShots,0.87,0.6140000152587891,0.039479900151491165,M&#039;Baye Niang,a,1126,FromCorner,2014,RightFoot,4893,Empoli,Genoa,1,1,2015-03-08 14:00:00,Iago Falque,Cross,1126
47980,26,Goal,0.9119999694824219,0.67,0.3027400076389313,M&#039;Baye Niang,a,1126,OpenPlay,2014,LeftFoot,4893,Empoli,Genoa,1,1,2015-03-08 14:00:00,Andrea Bertolacci,TakeOn,1126
47982,29,MissedShots,0.8030000305175782,0.40400001525878904,0.04097209870815277,M&#039;Baye Niang,a,1126,OpenPlay,2014,LeftFoot,4893,Empoli,Genoa,1,1,2015-03-08 14:00:00,Iago Falque,Pass,1126
48353,18,BlockedShot,0.82,0.644000015258789,0.039799999445676804,M&#039;Baye Niang,h,1126,OpenPlay,2014,RightFoot,4901,Genoa,Chievo,0,2,2015-03-15 14:00:00,Andrea Bertolacci,Pass,1126
48986,1,MissedShots,0.7709999847412109,0.5629999923706055,0.028895599767565727,M&#039;Baye Niang,a,1126,OpenPlay,2014,RightFoot,4912,Juventus,Genoa,1,0,2015-03-22 14:00:00,,BallRecovery,1126
48994,31,BlockedShot,0.8080000305175781,0.3320000076293945,0.03144960105419159,M&#039;Baye Niang,a,1126,OpenPlay,2014,LeftFoot,4912,Juventus,Genoa,1,0,2015-03-22 14:00:00,Maxime Lestienne,Pass,1126
48442,14,MissedShots,0.879000015258789,0.529000015258789,0.05328679829835892,M&#039;Baye Niang,h,1126,OpenPlay,2014,Head,4840,Genoa,Cagliari,2,0,2015-04-11 17:00:00,Iago Falque,Cross,1126
48446,26,MissedShots,0.7330000305175781,0.644000015258789,0.03193499892950058,M&#039;Baye Niang,h,1126,OpenPlay,2014,RightFoot,4840,Genoa,Cagliari,2,0,2015-04-11 17:00:00,Diego Perotti,TakeOn,1126
48447,29,BlockedShot,0.9440000152587891,0.6930000305175781,0.056237999349832535,M&#039;Baye Niang,h,1126,OpenPlay,2014,RightFoot,4840,Genoa,Cagliari,2,0,2015-04-11 17:00:00,Giovanni Marchese,Pass,1126
48452,51,Goal,0.9769999694824218,0.500999984741211,0.7192220091819763,M&#039;Baye Niang,h,1126,OpenPlay,2014,RightFoot,4840,Genoa,Cagliari,2,0,2015-04-11 17:00:00,Facundo Roncaglia,Cross,1126
48462,76,ShotOnPost,0.7909999847412109,0.5129999923706055,0.05794110149145126,M&#039;Baye Niang,h,1126,OpenPlay,2014,RightFoot,4840,Genoa,Cagliari,2,0,2015-04-11 17:00:00,Andrea Bertolacci,Pass,1126
50246,3,BlockedShot,0.875999984741211,0.29100000381469726,0.04751880094408989,M&#039;Baye Niang,a,1126,OpenPlay,2014,LeftFoot,4878,AC Milan,Genoa,1,3,2015-04-29 19:45:00,Andrea Bertolacci,Pass,1126
50247,10,BlockedShot,0.845,0.7280000305175781,0.026907799765467644,M&#039;Baye Niang,a,1126,OpenPlay,2014,RightFoot,4878,AC Milan,Genoa,1,3,2015-04-29 19:45:00,Armando Izzo,TakeOn,1126
50248,14,SavedShot,0.8590000152587891,0.48200000762939454,0.36976099014282227,M&#039;Baye Niang,a,1126,OpenPlay,2014,RightFoot,4878,AC Milan,Genoa,1,3,2015-04-29 19:45:00,Iago Falque,Pass,1126
50253,27,BlockedShot,0.765,0.355,0.021494200453162193,M&#039;Baye Niang,a,1126,OpenPlay,2014,LeftFoot,4878,AC Milan,Genoa,1,3,2015-04-29 19:45:00,Tomás Rincón,Pass,1126
50260,48,Goal,0.9730000305175781,0.52,0.15793099999427795,M&#039;Baye Niang,a,1126,OpenPlay,2014,LeftFoot,4878,AC Milan,Genoa,1,3,2015-04-29 19:45:00,Tino Costa,Interception,1126
50266,67,MissedShots,0.7559999847412109,0.43599998474121093,0.03126230090856552,M&#039;Baye Niang,a,1126,OpenPlay,2014,LeftFoot,4878,AC Milan,Genoa,1,3,2015-04-29 19:45:00,Andrea Bertolacci,Pass,1126
51423,23,BlockedShot,0.815,0.6,0.06477160006761551,M&#039;Baye Niang,a,1126,OpenPlay,2014,RightFoot,4781,Roma,Genoa,2,0,2015-05-03 11:30:00,,TakeOn,1126
51428,30,SavedShot,0.8490000152587891,0.4209999847412109,0.08456409722566605,M&#039;Baye Niang,a,1126,OpenPlay,2014,RightFoot,4781,Roma,Genoa,2,0,2015-05-03 11:30:00,Andrea Bertolacci,Pass,1126
51338,4,BlockedShot,0.9409999847412109,0.6719999694824219,0.10476099699735641,M&#039;Baye Niang,h,1126,OpenPlay,2014,LeftFoot,4798,Genoa,Torino,5,1,2015-05-11 19:45:00,Marco Borriello,TakeOn,1126
51346,23,MissedShots,0.7919999694824219,0.669000015258789,0.034532200545072556,M&#039;Baye Niang,h,1126,OpenPlay,2014,RightFoot,4798,Genoa,Torino,5,1,2015-05-11 19:45:00,Marco Borriello,Pass,1126
98803,37,SavedShot,0.8719999694824219,0.754000015258789,0.030604399740695953,M&#039;Baye Niang,h,1126,OpenPlay,2015,RightFoot,662,AC Milan,Atalanta,0,0,2015-11-07 23:45:00,,BallRecovery,1126
98805,50,SavedShot,0.8319999694824218,0.66,0.06163639947772026,M&#039;Baye Niang,h,1126,OpenPlay,2015,RightFoot,662,AC Milan,Atalanta,0,0,2015-11-07 23:45:00,Andrea Poli,Pass,1126
99396,16,MissedShots,0.7669999694824219,0.669000015258789,0.018571799620985985,M&#039;Baye Niang,a,1126,OpenPlay,2015,RightFoot,672,Juventus,AC Milan,1,0,2015-11-21 23:45:00,Carlos Bacca,LayOff,1126
99841,15,MissedShots,0.9519999694824218,0.3039999961853027,0.06163730099797249,M&#039;Baye Niang,h,1126,OpenPlay,2015,RightFoot,682,AC Milan,Sampdoria,4,1,2015-11-28 23:45:00,Alessio Cerci,Pass,1126
99843,17,MissedShots,0.8380000305175781,0.30200000762939455,0.043195899575948715,M&#039;Baye Niang,h,1126,OpenPlay,2015,RightFoot,682,AC Milan,Sampdoria,4,1,2015-11-28 23:45:00,Juraj Kucka,Pass,1126
99849,37,Goal,0.885,0.5,0.7612990140914917,M&#039;Baye Niang,h,1126,Penalty,2015,RightFoot,682,AC Milan,Sampdoria,4,1,2015-11-28 23:45:00,,Standard,1126
99854,48,Goal,0.8640000152587891,0.5229999923706055,0.09756190329790115,M&#039;Baye Niang,h,1126,OpenPlay,2015,RightFoot,682,AC Milan,Sampdoria,4,1,2015-11-28 23:45:00,,None,1126
99853,48,MissedShots,0.9669999694824218,0.6309999847412109,0.0427778996527195,M&#039;Baye Niang,h,1126,FromCorner,2015,LeftFoot,682,AC Milan,Sampdoria,4,1,2015-11-28 23:45:00,Alessio Cerci,Cross,1126
99860,69,MissedShots,0.8040000152587891,0.7169999694824218,0.038784001022577286,M&#039;Baye Niang,h,1126,OpenPlay,2015,RightFoot,682,AC Milan,Sampdoria,4,1,2015-11-28 23:45:00,Luca Antonelli,Pass,1126
100294,23,MissedShots,0.7419999694824219,0.8119999694824219,0.010182599537074566,M&#039;Baye Niang,a,1126,OpenPlay,2015,RightFoot,700,Carpi,AC Milan,0,0,2015-12-06 23:45:00,Mattia De Sciglio,Pass,1126
100298,34,SavedShot,0.7709999847412109,0.43599998474121093,0.02900560013949871,M&#039;Baye Niang,a,1126,OpenPlay,2015,RightFoot,700,Carpi,AC Milan,0,0,2015-12-06 23:45:00,Giacomo Bonaventura,Pass,1126
100302,44,SavedShot,0.8130000305175781,0.8340000152587891,0.01781800016760826,M&#039;Baye Niang,a,1126,OpenPlay,2015,RightFoot,700,Carpi,AC Milan,0,0,2015-12-06 23:45:00,Giacomo Bonaventura,Pass,1126
100303,45,BlockedShot,0.889000015258789,0.39,0.02355949953198433,M&#039;Baye Niang,a,1126,SetPiece,2015,Head,700,Carpi,AC Milan,0,0,2015-12-06 23:45:00,Alessio Cerci,Cross,1126
100308,65,MissedShots,0.8530000305175781,0.6309999847412109,0.06270120292901993,M&#039;Baye Niang,a,1126,OpenPlay,2015,RightFoot,700,Carpi,AC Milan,0,0,2015-12-06 23:45:00,Giacomo Bonaventura,Chipped,1126
100312,79,MissedShots,0.749000015258789,0.45799999237060546,0.06326720118522644,M&#039;Baye Niang,a,1126,DirectFreekick,2015,RightFoot,700,Carpi,AC Milan,0,0,2015-12-06 23:45:00,,Standard,1126
100876,17,MissedShots,0.8590000152587891,0.3129999923706055,0.04673689976334572,M&#039;Baye Niang,h,1126,OpenPlay,2015,RightFoot,704,AC Milan,Verona,1,1,2015-12-13 18:00:00,Giacomo Bonaventura,Pass,1126
100888,51,MissedShots,0.8380000305175781,0.28600000381469726,0.02028140053153038,M&#039;Baye Niang,h,1126,OpenPlay,2015,RightFoot,704,AC Milan,Verona,1,1,2015-12-13 18:00:00,Carlos Bacca,Chipped,1126
101379,1,SavedShot,0.94,0.6819999694824219,0.06295990198850632,M&#039;Baye Niang,a,1126,OpenPlay,2015,LeftFoot,718,Frosinone,AC Milan,2,4,2015-12-20 21:00:00,Riccardo Montolivo,Pass,1126
101381,7,SavedShot,0.9230000305175782,0.4879999923706055,0.5608159899711609,M&#039;Baye Niang,a,1126,OpenPlay,2015,RightFoot,718,Frosinone,AC Milan,2,4,2015-12-20 21:00:00,Giacomo Bonaventura,Pass,1126
101403,64,MissedShots,0.9430000305175781,0.32,0.2609710097312927,M&#039;Baye Niang,a,1126,OpenPlay,2015,RightFoot,718,Frosinone,AC Milan,2,4,2015-12-20 21:00:00,Andrea Bertolacci,Pass,1126
101913,25,SavedShot,0.9369999694824219,0.3320000076293945,0.06050829961895943,M&#039;Baye Niang,h,1126,OpenPlay,2015,RightFoot,727,AC Milan,Bologna,0,1,2016-01-06 18:00:00,,None,1126
101919,46,MissedShots,0.8109999847412109,0.3370000076293945,0.02393599972128868,M&#039;Baye Niang,h,1126,OpenPlay,2015,RightFoot,727,AC Milan,Bologna,0,1,2016-01-06 18:00:00,,Rebound,1126
101922,54,MissedShots,0.8069999694824219,0.52,0.048626698553562164,M&#039;Baye Niang,h,1126,OpenPlay,2015,RightFoot,727,AC Milan,Bologna,0,1,2016-01-06 18:00:00,Andrea Bertolacci,Pass,1126
101923,55,MissedShots,0.9290000152587891,0.539000015258789,0.5457109808921814,M&#039;Baye Niang,h,1126,OpenPlay,2015,RightFoot,727,AC Milan,Bologna,0,1,2016-01-06 18:00:00,,None,1126
94181,33,SavedShot,0.7419999694824219,0.5720000076293945,0.02243649959564209,M&#039;Baye Niang,a,1126,OpenPlay,2015,RightFoot,752,Empoli,AC Milan,2,2,2016-01-23 23:45:00,Giacomo Bonaventura,Pass,1126
94561,75,SavedShot,0.885,0.39799999237060546,0.3456299901008606,M&#039;Baye Niang,h,1126,OpenPlay,2015,RightFoot,770,AC Milan,Inter,3,0,2016-01-31 23:45:00,Giacomo Bonaventura,Pass,1126
94562,76,Goal,0.9119999694824219,0.4,0.4096109867095947,M&#039;Baye Niang,h,1126,OpenPlay,2015,RightFoot,770,AC Milan,Inter,3,0,2016-01-31 23:45:00,,Rebound,1126
95425,2,BlockedShot,0.835999984741211,0.5729999923706055,0.05756960064172745,M&#039;Baye Niang,a,1126,OpenPlay,2015,LeftFoot,776,Palermo,AC Milan,0,2,2016-02-03 23:45:00,,None,1126
95433,32,Goal,0.885,0.5,0.7612990140914917,M&#039;Baye Niang,a,1126,Penalty,2015,RightFoot,776,Palermo,AC Milan,0,2,2016-02-03 23:45:00,,Standard,1126
95441,50,SavedShot,0.705999984741211,0.645,0.01334299985319376,M&#039;Baye Niang,a,1126,OpenPlay,2015,RightFoot,776,Palermo,AC Milan,0,2,2016-02-03 23:45:00,Giacomo Bonaventura,TakeOn,1126
95447,71,BlockedShot,0.8030000305175782,0.710999984741211,0.038715798407793045,M&#039;Baye Niang,a,1126,OpenPlay,2015,RightFoot,776,Palermo,AC Milan,0,2,2016-02-03 23:45:00,Giacomo Bonaventura,Pass,1126
95150,12,BlockedShot,0.8919999694824219,0.75,0.03910290077328682,M&#039;Baye Niang,h,1126,FromCorner,2015,RightFoot,788,AC Milan,Udinese,1,1,2016-02-07 18:00:00,Luca Antonelli,Pass,1126
95154,24,BlockedShot,0.764000015258789,0.625999984741211,0.06332089751958847,M&#039;Baye Niang,h,1126,DirectFreekick,2015,RightFoot,788,AC Milan,Udinese,1,1,2016-02-07 18:00:00,,Standard,1126
95157,28,MissedShots,0.9640000152587891,0.7019999694824218,0.05207959935069084,M&#039;Baye Niang,h,1126,OpenPlay,2015,LeftFoot,788,AC Milan,Udinese,1,1,2016-02-07 18:00:00,Luca Antonelli,Pass,1126
95165,47,Goal,0.885,0.62,0.5711150169372559,M&#039;Baye Niang,h,1126,OpenPlay,2015,LeftFoot,788,AC Milan,Udinese,1,1,2016-02-07 18:00:00,Carlos Bacca,Throughball,1126
96644,84,MissedShots,0.9069999694824219,0.674000015258789,0.06671620160341263,M&#039;Baye Niang,a,1126,OpenPlay,2015,LeftFoot,810,Napoli,AC Milan,1,1,2016-02-23 00:00:00,Jérémy Menez,Pass,1126
97221,38,MissedShots,0.8159999847412109,0.49900001525878906,0.04673049971461296,M&#039;Baye Niang,h,1126,SetPiece,2015,RightFoot,812,AC Milan,Torino,1,0,2016-02-27 23:45:00,,None,1126
144389,10,SavedShot,0.8040000152587891,0.865999984741211,0.016481999307870865,M&#039;Baye Niang,h,1126,OpenPlay,2016,RightFoot,933,AC Milan,Torino,3,2,2016-08-21 20:00:00,Luca Antonelli,Pass,1126
144391,14,MissedShots,0.9069999694824219,0.52,0.4553700089454651,M&#039;Baye Niang,h,1126,OpenPlay,2016,RightFoot,933,AC Milan,Torino,3,2,2016-08-21 20:00:00,Carlos Bacca,Pass,1126
144964,2,SavedShot,0.7880000305175782,0.5720000076293945,0.035099200904369354,M&#039;Baye Niang,a,1126,OpenPlay,2016,RightFoot,942,Napoli,AC Milan,4,2,2016-08-27 22:45:00,Giacomo Bonaventura,Pass,1126
144967,13,MissedShots,0.8080000305175781,0.39599998474121095,0.017211899161338806,M&#039;Baye Niang,a,1126,FromCorner,2016,RightFoot,942,Napoli,AC Milan,4,2,2016-08-27 22:45:00,Gustavo Gómez,Aerial,1126
144970,19,MissedShots,0.924000015258789,0.575999984741211,0.033945098519325256,M&#039;Baye Niang,a,1126,OpenPlay,2016,Head,942,Napoli,AC Milan,4,2,2016-08-27 22:45:00,Ignazio Abate,Aerial,1126
144981,47,MissedShots,0.8980000305175782,0.705,0.05719750002026558,M&#039;Baye Niang,a,1126,OpenPlay,2016,LeftFoot,942,Napoli,AC Milan,4,2,2016-08-27 22:45:00,Giacomo Bonaventura,Pass,1126
