id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
884,Matt Targett,6,221,0,0.035515401512384415,0,0.03846359997987747,1,1,0,0,D S,Southampton,0,0.035515401512384415,0.9368127696216106,0.9368127696216106,2014
884,Matt Targett,14,1077,0,0.12481280229985714,1,0.36328650638461113,3,6,1,0,D M S,Southampton,0,0.12481280229985714,3.3735072165727615,3.00677952170372,2015
884,Matt Targett,5,373,0,0.07560640014708042,0,0.2909561023116112,2,5,0,0,D,Southampton,0,0.07560640014708042,0.5847090929746628,0.4106645993888378,2016
884,Matt Targett,2,168,0,0,0,0.13777529634535313,0,2,0,0,D,Southampton,0,0,0,0,2017
884,Matt Targett,16,1180,1,0.6018586866557598,3,2.1197255104780197,11,23,2,0,D M S,Southampton,1,0.6018586866557598,3.4554712027311325,2.165912488475442,2018
884,Matt Targett,28,2305,1,0.3935442939400673,2,3.299923975020647,7,29,4,0,D S,Aston Villa,1,0.3935442939400673,7.988197173923254,6.494184646755457,2019
884,Matt Targett,38,3407,0,0.2803047075867653,2,2.7996690925210714,6,39,7,0,D,Aston Villa,0,0.2803047075867653,9.610855117440224,8.203314462676644,2020
884,Matt Targett,33,2880,1,1.0151007901877165,1,3.8638001391664147,13,41,3,0,D M,"Aston Villa,Newcastle United",1,1.0151007901877165,7.151029429398477,3.894083708524704,2021
884,Matt Targett,17,575,0,0.02525929920375347,0,0.3976358901709318,1,10,1,0,D S,Newcastle United,0,0.02525929920375347,1.6489808280020952,1.5293232388794422,2022
884,Matt Targett,3,78,0,0,0,0.06273338198661804,0,1,1,0,D S,Newcastle United,0,0,0.08886169828474522,0.026128316298127174,2023
884,Matt Targett,1,7,0,0,0,0,0,0,0,0,S,Newcastle United,0,0,0.14237786829471588,0.14237786829471588,2024
884,Matt Targett,1,7,0,0,0,0,0,0,0,0,S,Newcastle United,0,0,0.14237786829471588,0.14237786829471588,2025
