goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,ref_player_id
1,2,0.20145300030708313,78,AMC,Manchester City,Southampton,2,0,2015-05-24,4437,2014,26007,0,0,0,1,0.20145300030708313,0.20145300030708313,0,4418
0,2,0.1880439966917038,60,AMC,Swansea,Manchester City,2,4,2015-05-17,4426,2014,24019,0.09479089826345444,0,2,0,0.1880439966917038,0.6993740200996399,0.4165390133857727,4418
0,1,0.144678995013237,64,AMC,Manchester City,Queens Park Rangers,6,0,2015-05-10,4416,2014,24503,0,0,0,0,0.144678995013237,0.6220120191574097,0.6220120191574097,4418
0,3,0.1885869950056076,74,AMC,Tottenham,Manchester City,0,1,2015-05-03,4407,2014,25229,0,0,0,0,0.1885869950056076,0.6525670289993286,0.550728976726532,4418
0,0,0,58,AMC,Manchester City,Aston Villa,3,2,2015-04-25,4475,2014,25627,0.18529899418354034,0,3,0,0,0.12754300236701965,0,4418
0,0,0,89,DMC,Manchester City,West Ham,2,0,2015-04-19,4466,2014,24086,0.09927540272474289,0,1,0,0,0.7081630229949951,0.7081630229949951,4418
0,0,0,14,Sub,Manchester United,Manchester City,4,2,2015-04-12,4459,2014,23309,0.030450500547885895,0,1,0,0,0.38169801235198975,0.38169801235198975,4418
0,0,0,23,Sub,Crystal Palace,Manchester City,2,1,2015-04-06,4449,2014,24437,0.08273129910230637,0,1,0,0,0.015222899615764618,0.015222899615764618,4418
0,6,0.46876901388168335,67,MC,Manchester City,West Bromwich Albion,3,0,2015-03-21,4503,2014,24802,0.2467219978570938,0,3,0,0.46876901388168335,2.0934700965881348,1.8735300302505493,4418
0,1,0.04494379833340645,9,Sub,Burnley,Manchester City,1,0,2015-03-14,4498,2014,25149,0,0,0,0,0.04494379833340645,0.019458899274468422,0.019458899274468422,4418
0,1,0.030324900522828102,9,Sub,Manchester City,Leicester,2,0,2015-03-04,4486,2014,24038,0.029097100719809532,0,1,0,0.030324900522828102,0.08161819726228714,0.05129329860210419,4418
0,0,0,6,Sub,Liverpool,Manchester City,2,1,2015-03-01,4480,2014,26381,0,0,0,0,0,0,0,4418
0,0,0,18,Sub,Manchester City,Newcastle United,5,0,2015-02-21,4541,2014,27188,0,0,0,0,0,0,0,4418
0,0,0,9,Sub,Stoke,Manchester City,1,4,2015-02-11,4530,2014,26437,0,0,0,0,0,0.09218340367078781,0.09218340367078781,4418
0,0,0,11,Sub,Chelsea,Manchester City,1,1,2015-01-31,4588,2014,22488,0,0,0,0,0,0,0,4418
0,0,0,26,Sub,Manchester City,Arsenal,0,2,2015-01-18,4579,2014,21708,0.05710810050368309,0,1,0,0,0.10226699709892273,0.045159000903367996,4418
0,0,0,7,Sub,Everton,Manchester City,1,1,2015-01-10,4566,2014,20605,0,0,0,0,0,0,0,4418
1,4,0.41642698645591736,19,Sub,Manchester City,Sunderland,3,2,2015-01-01,4552,2014,22557,0,0,0,1,0.41642698645591736,0.5951120257377625,0.1786859929561615,4418
0,0,0,11,Sub,Manchester City,Burnley,2,2,2014-12-28,4643,2014,21467,0.05687220022082329,0,1,0,0,0.05687220022082329,0.05687220022082329,4418
0,0,0,12,Sub,West Bromwich Albion,Manchester City,1,3,2014-12-26,4633,2014,21046,0,0,0,0,0,0,0,4418
0,0,0,20,Sub,Manchester City,Crystal Palace,3,0,2014-12-20,4619,2014,21845,0,0,0,0,0,0.12964999675750732,0.12964999675750732,4418
1,1,0.5547540187835693,61,AMC,Leicester,Manchester City,0,1,2014-12-13,4614,2014,20985,0,0,0,1,0.5547540187835693,0.6238620281219482,0.06910759955644608,4418
0,0,0,8,Sub,Manchester City,Everton,1,0,2014-12-06,4605,2014,22910,0,0,0,0,0,0.33441001176834106,0.33441001176834106,4418
0,1,0.01586499996483326,14,Sub,Sunderland,Manchester City,1,4,2014-12-03,4597,2014,22651,0,0,0,0,0.01586499996483326,0.10857299715280533,0.09270770102739334,4418
1,1,0.11341899633407593,23,Sub,Southampton,Manchester City,0,3,2014-11-30,4687,2014,21017,0,0,0,1,0.11341899633407593,0.7351089715957642,0.6216899752616882,4418
0,0,0,17,Sub,Manchester City,Swansea,2,1,2014-11-22,4671,2014,19662,0,0,0,0,0,0.1391800045967102,0.1391800045967102,4418
0,0,0,20,Sub,Queens Park Rangers,Manchester City,2,2,2014-11-08,4664,2014,19510,0,0,0,0,0,0.112916000187397,0.112916000187397,4418
0,0,0,27,DMC,Manchester City,Tottenham,4,1,2014-10-18,4699,2014,19157,0.07057560235261917,1,1,0,0,0.07057560235261917,0,4418
0,3,0.5411480069160461,33,Sub,Aston Villa,Manchester City,0,2,2014-10-04,4694,2014,19317,0,0,0,0,0.5411480069160461,0.7758190035820007,0.29579100012779236,4418
1,2,0.5842339992523193,16,Sub,Hull,Manchester City,2,4,2014-09-27,4744,2014,18517,0,0,0,1,0.5842339992523193,0.6565939784049988,0.07236000150442123,4418
1,3,0.4897119998931885,8,Sub,Manchester City,Chelsea,1,1,2014-09-21,4737,2014,18257,0,0,0,1,0.4897119998931885,0.4897119998931885,0,4418
0,1,0.022104499861598015,47,DMC,Arsenal,Manchester City,2,2,2014-09-13,4719,2014,17875,0,0,0,0,0.022104499861598015,0.4139150083065033,0.4139150083065033,4418
