id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
757,Jeffrey Schlupp,32,2557,3,2.2991078859195113,2,1.545492778532207,40,23,4,0,D M S,Leicester,3,2.2991078859195113,7.155158307403326,3.824513129889965,2014
757,Jeffrey Schlupp,24,1383,1,1.9894177075475454,2,2.2084601735696197,26,17,4,0,D M S,Leicester,1,1.9894177075475454,5.975850388407707,2.508394160307944,2015
757,Jeffrey Schlupp,19,1129,0,0.1036892980337143,0,0.39426660537719727,3,6,0,0,D M S,"Crystal Palace,Leicester",0,0.1036892980337143,2.7619596272706985,2.6261999290436506,2016
757,Jeffrey Schlupp,24,1753,0,1.0350670386105776,1,1.1780938170850277,15,12,3,0,D F M S,Crystal Palace,0,1.0350670386105776,2.7598756486549973,1.4783187145367265,2017
757,Jeffrey Schlupp,30,1650,4,3.303492821753025,1,1.4070396767929196,28,16,1,0,F M S,Crystal Palace,4,3.303492821753025,7.35320089943707,3.3193366676568985,2018
757,Jeffrey Schlupp,17,1035,3,2.184974259696901,1,0.9487967919558287,18,7,2,0,D F M S,Crystal Palace,3,2.184974259696901,3.242850081063807,1.1285282894968987,2019
757,Jeffrey Schlupp,27,1424,2,2.015110921114683,3,2.5725832264870405,18,18,3,0,M S,Crystal Palace,2,2.015110921114683,5.158031335100532,3.4669602159410715,2020
757,Jeffrey Schlupp,32,1836,4,3.6296191411092877,1,2.0314666628837585,33,18,1,0,F M S,Crystal Palace,4,3.6296191411092877,7.059725772589445,2.9348927196115255,2021
757,Jeffrey Schlupp,34,2562,3,3.445598446764052,1,2.2960132341831923,28,18,7,0,D M S,Crystal Palace,3,3.445598446764052,6.818669021129608,4.326487619429827,2022
757,Jeffrey Schlupp,29,1370,2,1.8823988568037748,2,2.1711694821715355,19,18,1,0,F M S,Crystal Palace,2,1.8823988568037748,6.629315219819546,2.9410562105476856,2023
757,Jeffrey Schlupp,12,72,0,0.21029065176844597,0,0.33485834673047066,4,2,0,0,S,Crystal Palace,0,0.21029065176844597,0.906626857817173,0.36147786723449826,2024
757,Jeffrey Schlupp,12,72,0,0.21029065176844597,0,0.33485834673047066,4,2,0,0,S,Crystal Palace,0,0.21029065176844597,0.906626857817173,0.36147786723449826,2025
