goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,ref_player_id
0,0,0,15,Sub,Swansea,Aston Villa,1,0,2016-03-19,379,2015,66771,0,0,0,0,0,0.09924519807100296,0.09924519807100296,890
0,0,0,71,FW,Manchester City,Aston Villa,4,0,2016-03-05,364,2015,66081,0,0,0,0,0,0,0,890
0,0,0,69,FW,Aston Villa,Everton,1,3,2016-03-01,349,2015,66797,0,0,0,0,0,0,0,890
0,0,0,90,FW,Stoke,Aston Villa,2,1,2016-02-27,345,2015,66136,0,0,0,0,0,0,0,890
0,0,0,60,FW,Aston Villa,Liverpool,0,6,2016-02-14,339,2015,60310,0,0,0,0,0,0,0,890
1,4,0.5357180237770081,90,FW,Aston Villa,Norwich,2,0,2016-02-06,326,2015,61601,0,0,0,1,0.5357180237770081,0.5357180237770081,0,890
0,0,0,82,FW,West Ham,Aston Villa,2,0,2016-02-02,315,2015,60352,0.05624140053987503,0,3,0,0,0.05624140053987503,0,890
0,0,0,1,Sub,Southampton,Aston Villa,1,1,2015-12-05,227,2015,60657,0,0,0,0,0,0,0,890
0,0,0,49,FW,Tottenham,Aston Villa,3,1,2015-11-03,190,2015,59030,0,0,0,0,0,0,0,890
0,1,0.08298250287771225,86,AML,Aston Villa,Swansea,1,2,2015-10-24,171,2015,65264,0.3790459930896759,1,1,0,0.08298250287771225,0.5198839902877808,0.05785540118813515,890
0,0,0,90,FW,Aston Villa,West Bromwich Albion,0,1,2015-09-19,133,2015,64108,0.1613990068435669,0,2,0,0,0.1613990068435669,0,890
0,1,0.05875759944319725,78,FW,Leicester,Aston Villa,3,2,2015-09-13,129,2015,63927,0.6900359988212585,1,4,0,0.05875759944319725,0.64963698387146,0,890
0,1,0.38324299454689026,90,FW,Crystal Palace,Aston Villa,2,1,2015-08-22,104,2015,62501,0.01158900000154972,0,1,0,0.38324299454689026,0.4995169937610626,0.10468599945306778,890
0,1,0.052019599825143814,90,FW,Aston Villa,Manchester United,0,1,2015-08-14,91,2015,57366,0.06529799848794937,0,1,0,0.052019599825143814,0.06529799848794937,0,890
0,2,0.13016000390052795,90,FW,Bournemouth,Aston Villa,0,1,2015-08-08,82,2015,548657,0.11366800218820572,0,1,0,0.13016000390052795,0.24382799863815308,0,890
