id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
7983,Daniel N&#039;Lundulu,13,82,0,0.026467299088835716,0,0.03030879981815815,1,1,0,0,S,Southampton,0,0.026467299088835716,0.056776098906993866,0.026467299088835716,2020
