goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,ref_player_id
0,0,0,11,Sub,Manchester City,Queens Park Rangers,6,0,2015-05-10,4416,2014,24521,0.018060699105262756,0,1,0,0,0.018060699105262756,0,4397
0,1,0.02335290051996708,8,Sub,Queens Park Rangers,Chelsea,0,1,2015-04-12,4458,2014,23514,0,0,0,0,0.02335290051996708,0.02335290051996708,0,4397
0,3,0.1495800018310547,54,ML,Aston Villa,Queens Park Rangers,3,3,2015-04-07,4450,2014,25284,0,0,0,0,0.1495800018310547,0.03899279981851578,0,4397
0,3,0.14677800238132477,61,Sub,West Bromwich Albion,Queens Park Rangers,1,4,2015-04-04,4445,2014,25724,0.2554129958152771,1,1,0,0.14677800238132477,0.06319990009069443,0,4397
0,2,0.060885198414325714,3,Sub,Crystal Palace,Queens Park Rangers,3,1,2015-03-14,4493,2014,25588,0,0,0,0,0.060885198414325714,0.017717499285936356,0,4397
0,1,0.01207009982317686,31,Sub,Queens Park Rangers,Arsenal,1,2,2015-03-04,4490,2014,27354,0.03171909973025322,0,1,0,0.01207009982317686,0.056492701172828674,0.056492701172828674,4397
0,0,0,81,ML,Hull,Queens Park Rangers,2,1,2015-02-21,4540,2014,27091,0,0,0,0,0,0,0,4397
0,4,0.2077450007200241,90,AML,Sunderland,Queens Park Rangers,0,2,2015-02-10,4526,2014,26545,0.02969690039753914,0,2,0,0.2077450007200241,0.6015719771385193,0.5110440254211426,4397
1,2,0.4097599983215332,72,ML,Stoke,Queens Park Rangers,3,1,2015-01-31,4584,2014,26737,0,0,0,1,0.4097599983215332,0.4097599983215332,0,4397
0,0,0,8,Sub,Queens Park Rangers,Manchester United,0,2,2015-01-17,4574,2014,21926,0,0,0,0,0,0,0,4397
0,4,0.07665999978780746,90,MC,Arsenal,Queens Park Rangers,2,1,2014-12-26,4638,2014,22618,0.06951150298118591,0,3,0,0.07665999978780746,0.24165399372577667,0.18749499320983887,4397
0,0,0,8,Sub,Queens Park Rangers,West Bromwich Albion,3,2,2014-12-20,4622,2014,22065,0,0,0,0,0,0,0,4397
0,2,0.04602549970149994,11,Sub,Everton,Queens Park Rangers,3,1,2014-12-15,4618,2014,20879,0,0,0,0,0.04602549970149994,0.04602549970149994,0,4397
0,1,0.03718059882521629,22,Sub,Queens Park Rangers,Burnley,2,0,2014-12-06,4600,2014,23019,0,0,0,0,0.03718059882521629,0.05979900062084198,0.022618399932980537,4397
0,1,0.08633270114660263,90,AMC,Swansea,Queens Park Rangers,2,0,2014-12-02,4592,2014,22102,0.582643985748291,0,1,0,0.08633270114660263,0.582643985748291,0,4397
0,4,0.16513299942016602,90,MR,Queens Park Rangers,Leicester,3,2,2014-11-29,4684,2014,20886,0.34664300084114075,0,6,0,0.16513299942016602,0.17424499988555908,0.07793290168046951,4397
0,1,0.01089709997177124,27,Sub,Newcastle United,Queens Park Rangers,1,0,2014-11-22,4670,2014,19814,0,0,0,0,0.01089709997177124,0.03884439915418625,0.03884439915418625,4397
0,0,0,1,Sub,Queens Park Rangers,Aston Villa,2,0,2014-10-27,4718,2014,20376,0,0,0,0,0,0,0,4397
0,1,0.06059090048074722,80,ML,West Ham,Queens Park Rangers,2,0,2014-10-05,4698,2014,20547,0,0,0,0,0.06059090048074722,0.03364260122179985,0.03364260122179985,4397
0,2,0.0743487998843193,90,AMC,Southampton,Queens Park Rangers,2,1,2014-09-27,4741,2014,18596,0.022796299308538437,0,1,0,0.0743487998843193,0.05855090171098709,0.019035199657082558,4397
1,6,0.2295980006456375,90,AMC,Queens Park Rangers,Stoke,2,2,2014-09-20,4729,2014,18308,0.07635959982872009,0,2,1,0.2295980006456375,0.16227200627326965,0.046137601137161255,4397
0,4,0.11479700356721878,90,ML,Manchester United,Queens Park Rangers,4,0,2014-09-14,4727,2014,18015,0.29809999465942383,0,2,0,0.11479700356721878,0.3872230052947998,0.03388189896941185,4397
