goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,ref_player_id
0,2,0.40900498628616333,54,FW,Manchester City,Queens Park Rangers,6,0,2015-05-10,4416,2014,24519,0,0,0,0,0.40900498628616333,0.024620400741696358,0,4396
0,0,0,18,Sub,Liverpool,Queens Park Rangers,2,1,2015-05-02,4400,2014,24353,0,0,0,0,0,0,0,4396
0,3,0.2798579931259155,68,FW,Queens Park Rangers,West Ham,0,0,2015-04-25,4469,2014,25902,0.036486998200416565,0,1,0,0.2798579931259155,0.4023889899253845,0.08604410290718079,4396
0,1,0.0073604099452495575,84,FW,Queens Park Rangers,Chelsea,0,1,2015-04-12,4458,2014,23511,0.40693399310112,0,5,0,0.0073604099452495575,0.4142940044403076,0.3202590048313141,4396
0,0,0,90,FW,Aston Villa,Queens Park Rangers,3,3,2015-04-07,4450,2014,25285,0.6597179770469666,1,3,0,0,1.0927000045776367,0.4329819977283478,4396
1,2,0.08357229828834534,79,FW,West Bromwich Albion,Queens Park Rangers,1,4,2015-04-04,4445,2014,25722,0.10477100312709808,0,1,1,0.08357229828834534,0.2303670048713684,0.04202419891953468,4396
0,2,0.5075219869613647,84,FW,Queens Park Rangers,Everton,1,2,2015-03-22,4512,2014,25244,0.11384200304746628,0,2,0,0.5075219869613647,0.6566960215568542,0.03533260151743889,4396
0,3,0.0932622030377388,90,FW,Queens Park Rangers,Tottenham,1,2,2015-03-07,4492,2014,26695,0.16944299638271332,1,5,0,0.0932622030377388,0.2841910123825073,0.08252429962158203,4396
0,0,0,90,FW,Queens Park Rangers,Arsenal,1,2,2015-03-04,4490,2014,27352,0.03452730178833008,0,2,0,0,0.059300899505615234,0.024773599579930305,4396
0,1,0.017250899225473404,67,FW,Hull,Queens Park Rangers,2,1,2015-02-21,4540,2014,27093,0,0,0,0,0.017250899225473404,0.07665769755840302,0.05940689891576767,4396
1,5,0.262035995721817,90,FW,Sunderland,Queens Park Rangers,0,2,2015-02-10,4526,2014,26546,0.11887600272893906,0,1,1,0.262035995721817,0.6949149966239929,0.4600659906864166,4396
0,1,0.022510899230837822,41,Sub,Stoke,Queens Park Rangers,3,1,2015-01-31,4584,2014,26740,0.026592299342155457,0,1,0,0.022510899230837822,0.04910320043563843,0,4396
0,1,0.0077585200779139996,82,FW,Queens Park Rangers,Manchester United,0,2,2015-01-17,4574,2014,21924,0.17545999586582184,0,3,0,0.0077585200779139996,0.18321800231933594,0,4396
0,0,0,19,Sub,Burnley,Queens Park Rangers,2,1,2015-01-10,4564,2014,20227,0,0,0,0,0,0,0,4396
0,2,0.5427230000495911,84,FW,Queens Park Rangers,Swansea,1,1,2015-01-01,4554,2014,22746,0.511480987071991,0,5,0,0.5427230000495911,1.0542000532150269,0.3236910104751587,4396
0,0,0,76,FW,Queens Park Rangers,Crystal Palace,0,0,2014-12-28,4641,2014,21679,0,0,0,0,0,0,0,4396
0,1,0.08885589987039566,18,Sub,Arsenal,Queens Park Rangers,2,1,2014-12-26,4638,2014,22625,0,0,0,0,0.08885589987039566,0.08885589987039566,0,4396
0,0,0,82,FW,Queens Park Rangers,West Bromwich Albion,3,2,2014-12-20,4622,2014,22062,0.9529510140419006,1,2,0,0,0.018350999802350998,0,4396
1,1,0.4583899974822998,29,Sub,Everton,Queens Park Rangers,3,1,2014-12-15,4618,2014,20880,0,0,0,1,0.4583899974822998,0.4583899974822998,0,4396
0,0,0,68,FW,Queens Park Rangers,Burnley,2,0,2014-12-06,4600,2014,23018,0.4314909875392914,0,2,0,0,0.5481060147285461,0.11661499738693237,4396
0,1,0.026464000344276428,90,FW,Newcastle United,Queens Park Rangers,1,0,2014-11-22,4670,2014,19812,0.014364300295710564,0,1,0,0.026464000344276428,0.2263370007276535,0.18550899624824524,4396
0,1,0.06487330049276352,90,FW,Queens Park Rangers,Manchester City,2,2,2014-11-08,4664,2014,19494,0.3035550117492676,0,1,0,0.06487330049276352,0.7349969744682312,0.36656901240348816,4396
0,0,0,29,Sub,Chelsea,Queens Park Rangers,2,1,2014-11-01,4653,2014,19760,0.14134100079536438,0,2,0,0,0.15209299325942993,0.058046601712703705,4396
0,0,0,65,FW,Queens Park Rangers,Aston Villa,2,0,2014-10-27,4718,2014,20373,0.05033859983086586,1,1,0,0,0.07809340208768845,0.027754800394177437,4396
0,1,0.061980798840522766,80,FW,Queens Park Rangers,Liverpool,2,3,2014-10-19,4706,2014,19412,1.0016599893569946,0,4,0,0.061980798840522766,1.01419997215271,0.5498759746551514,4396
0,0,0,42,Sub,West Ham,Queens Park Rangers,2,0,2014-10-05,4698,2014,20551,0.4913089871406555,0,4,0,0,0.5003799796104431,0.009071470238268375,4396
0,0,0,7,Sub,Southampton,Queens Park Rangers,2,1,2014-09-27,4741,2014,18599,0,0,0,0,0,0,0,4396
0,0,0,19,Sub,Queens Park Rangers,Stoke,2,2,2014-09-20,4729,2014,18312,0,0,0,0,0,0,0,4396
0,0,0,19,Sub,Queens Park Rangers,Sunderland,1,0,2014-08-30,4772,2014,17757,0.18578800559043884,0,3,0,0,0.18578800559043884,0,4396
0,1,0.05362829938530922,16,Sub,Tottenham,Queens Park Rangers,4,0,2014-08-24,4766,2014,17576,0,0,0,0,0.05362829938530922,0.08590380102396011,0.032275501638650894,4396
0,0,0,9,Sub,Queens Park Rangers,Hull,0,1,2014-08-16,4751,2014,17201,0.081741102039814,0,1,0,0,0.11039800196886063,0.028657300397753716,4396
