id,isResult,side,h,a,goals,xG,datetime,forecast,result,ref_team_id
9201,True,a,"{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '0', 'a': '2'}","{'h': '0.638076', 'a': '1.07816'}",2018-08-11 17:00:00,"{'w': 0.2155034913938197, 'd': 0.326358297929237, 'l': 0.4581382106760806}",w,78
9216,True,h,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '0', 'a': '2'}","{'h': '0.368608', 'a': '2.82183'}",2018-08-20 22:00:00,"{'w': 0.028936424301754377, 'd': 0.09646483257548327, 'l': 0.8745984275426923}",l,78
9224,True,a,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '2', 'a': '1'}","{'h': '1.14596', 'a': '1.21905'}",2018-08-26 15:30:00,"{'w': 0.3427635579247194, 'd': 0.2788010984350402, 'l': 0.3784353436334479}",l,78
9230,True,h,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '0', 'a': '2'}","{'h': '2.35193', 'a': '3.13612'}",2018-09-01 14:00:00,"{'w': 0.28859696363557796, 'd': 0.16602250239320737, 'l': 0.5453793521969652}",l,78
9240,True,a,"{'id': '219', 'title': 'Huddersfield', 'short_title': 'HUD'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '0', 'a': '1'}","{'h': '0.87744', 'a': '0.746631'}",2018-09-15 14:00:00,"{'w': 0.36270108395494294, 'd': 0.3489678519850523, 'l': 0.28833106405995274}",w,78
9251,True,h,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '0', 'a': '0'}","{'h': '0.930793', 'a': '0.229309'}",2018-09-22 14:00:00,"{'w': 0.5266131510640236, 'd': 0.3840133813268906, 'l': 0.08937346760897669}",d,78
9266,True,a,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '2', 'a': '1'}","{'h': '1.97143', 'a': '0.385841'}",2018-10-01 19:00:00,"{'w': 0.7558771204116317, 'd': 0.1816055332261811, 'l': 0.06251734315844278}",l,78
9271,True,h,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'h': '0', 'a': '1'}","{'h': '1.03714', 'a': '0.755654'}",2018-10-06 14:00:00,"{'w': 0.41429601243844577, 'd': 0.3248837670630562, 'l': 0.2608202204979916}",l,78
9285,True,a,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '2', 'a': '0'}","{'h': '1.92794', 'a': '1.50174'}",2018-10-21 15:00:00,"{'w': 0.47746859088668947, 'd': 0.22037908185530833, 'l': 0.30215232478699444}",l,78
9294,True,h,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '2', 'a': '2'}","{'h': '2.38115', 'a': '0.845197'}",2018-10-28 12:30:00,"{'w': 0.7148532791172858, 'd': 0.1700232579059642, 'l': 0.11512342578798214}",d,78
9305,True,a,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '3', 'a': '1'}","{'h': '1.88741', 'a': '0.454547'}",2018-11-04 16:00:00,"{'w': 0.7214123303155013, 'd': 0.1980888397301133, 'l': 0.08049882815189582}",l,78
9312,True,h,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '0', 'a': '1'}","{'h': '0.688016', 'a': '1.55381'}",2018-11-10 17:30:00,"{'w': 0.1641011592833155, 'd': 0.25408499043776517, 'l': 0.5818138501459532}",l,78
9319,True,a,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '0', 'a': '0'}","{'h': '1.34245', 'a': '1.05292'}",2018-11-24 15:00:00,"{'w': 0.43336972036331173, 'd': 0.27330456577134477, 'l': 0.29332571384666123}",d,78
9333,True,h,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '2', 'a': '0'}","{'h': '2.03785', 'a': '0.302477'}",2018-12-01 15:00:00,"{'w': 0.7895326054139554, 'd': 0.16545154950980412, 'l': 0.045015840125179674}",w,78
9337,True,a,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '3', 'a': '1'}","{'h': '1.2521', 'a': '1.5329'}",2018-12-04 19:45:00,"{'w': 0.3109985070974858, 'd': 0.2507553507235303, 'l': 0.4382461420614276}",l,78
9347,True,a,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '3', 'a': '2'}","{'h': '1.53635', 'a': '0.934613'}",2018-12-08 15:00:00,"{'w': 0.5133609220319082, 'd': 0.2570085485953012, 'l': 0.2296305292586006}",l,78
9365,True,h,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '1', 'a': '0'}","{'h': '0.39698', 'a': '0.895305'}",2018-12-15 15:00:00,"{'w': 0.15736443455266214, 'd': 0.3812790370297374, 'l': 0.4613565284175376}",w,78
9370,True,a,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '2', 'a': '3'}","{'h': '1.27118', 'a': '1.14609'}",2018-12-22 15:00:00,"{'w': 0.39283653701650645, 'd': 0.2747796645910395, 'l': 0.33238379838191284}",w,78
9384,True,h,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '227', 'title': 'Cardiff', 'short_title': 'CAR'}","{'h': '0', 'a': '0'}","{'h': '2.43202', 'a': '1.05926'}",2018-12-26 15:00:00,"{'w': 0.6757167947798565, 'd': 0.1765298227317536, 'l': 0.1477533337783395}",d,78
9394,True,h,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '0', 'a': '1'}","{'h': '0.199002', 'a': '0.741471'}",2018-12-30 12:00:00,"{'w': 0.09225193261795356, 'd': 0.45021500940380194, 'l': 0.4575330579782402}",l,78
9397,True,a,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '0', 'a': '2'}","{'h': '0.656255', 'a': '1.94658'}",2019-01-02 19:45:00,"{'w': 0.11652556757812717, 'd': 0.20354076534480606, 'l': 0.6799336643665085}",w,78
