goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,ref_player_id
0,0,0,18,Sub,Manchester City,Manchester United,0,1,2016-03-20,382,2015,66440,0,0,0,0,0,0,0,907
0,0,0,90,DMC,Manchester United,Swansea,2,1,2016-01-02,275,2015,61678,0,0,0,0,0,0.8625289797782898,0.8625289797782898,907
0,3,0.07767520099878311,90,DMC,Manchester United,Chelsea,0,0,2015-12-28,267,2015,59095,0.03201960027217865,0,2,0,0.07767520099878311,0.18302099406719208,0.10244199633598328,907
0,1,0.06886819750070572,75,DMC,Manchester United,West Ham,0,0,2015-12-05,226,2015,60086,0,0,0,0,0.06886819750070572,0.42037999629974365,0.35151201486587524,907
1,4,0.7303339838981628,90,MC,Leicester,Manchester United,1,1,2015-11-28,216,2015,62136,0,0,0,1,0.7303339838981628,0.22451600432395935,0.10164699703454971,907
0,2,0.08173099905252457,90,DMC,Watford,Manchester United,1,2,2015-11-21,201,2015,61228,0.02157299965620041,0,1,0,0.08173099905252457,0.7614480257034302,0.7185410261154175,907
0,1,0.02838519960641861,90,DMC,Manchester United,West Bromwich Albion,2,0,2015-11-07,193,2015,61186,0.022033799439668655,0,1,0,0.02838519960641861,0.1163560003042221,0.1163560003042221,907
0,0,0,70,DMC,Crystal Palace,Manchester United,0,0,2015-10-31,182,2015,65548,0,0,0,0,0,0,0,907
0,0,0,76,DMC,Manchester United,Manchester City,0,0,2015-10-25,179,2015,65366,0.013857999816536903,0,1,0,0,0.10768400132656097,0.09382619708776474,907
0,0,0,75,DMC,Everton,Manchester United,0,3,2015-10-17,166,2015,65001,0,0,0,0,0,0.41098999977111816,0.41098999977111816,907
0,1,0.47484099864959717,90,DMC,Arsenal,Manchester United,3,0,2015-10-04,160,2015,64671,0.035912901163101196,0,1,0,0.47484099864959717,0.5501360297203064,0.5142229795455933,907
0,0,0,18,Sub,Manchester United,Sunderland,3,0,2015-09-26,146,2015,64440,0,0,0,0,0,0.28724899888038635,0.28724899888038635,907
0,0,0,29,Sub,Southampton,Manchester United,2,3,2015-09-20,139,2015,64291,0.11236599832773209,0,1,0,0,0.11236599832773209,0.11236599832773209,907
0,0,0,90,DMC,Manchester United,Liverpool,3,1,2015-09-12,127,2015,63936,0,0,0,0,0,0.4309549927711487,0.4309549927711487,907
0,0,0,90,DMC,Swansea,Manchester United,2,1,2015-08-30,120,2015,63785,0,0,0,0,0,0.15131300687789917,0.15131300687789917,907
0,0,0,60,DMC,Manchester United,Newcastle United,0,0,2015-08-22,101,2015,62812,0.016407400369644165,0,1,0,0,0.08486379683017731,0.08486379683017731,907
0,0,0,29,Sub,Aston Villa,Manchester United,0,1,2015-08-14,91,2015,57381,0,0,0,0,0,0.029170800000429153,0.029170800000429153,907
0,0,0,29,Sub,Manchester United,Tottenham,1,0,2015-08-08,81,2015,620394,0,0,0,0,0,0.10651306062936783,0.10651306062936783,907
1,5,0.31021299958229065,90,MC,Bayern Munich,Mainz 05,2,0,2015-05-23,5192,2014,34518,0,0,0,1,0.31021299958229065,0.5520139932632446,0.42443400621414185,907
1,4,0.6711090207099915,72,MC,Freiburg,Bayern Munich,2,1,2015-05-16,5185,2014,34312,0,0,0,1,0.6711090207099915,0.62397700548172,0,907
0,1,0.08303269743919373,90,MC,Bayern Munich,Augsburg,0,1,2015-05-09,5169,2014,34825,0.16272400319576263,0,4,0,0.08303269743919373,0.9243929982185364,0.7765550017356873,907
0,1,0.05786510184407234,90,AMC,Bayer Leverkusen,Bayern Munich,2,0,2015-05-02,5165,2014,33954,0.028034700080752373,0,1,0,0.05786510184407234,0.26111900806427,0.23308399319648743,907
1,5,0.3986530005931854,90,MC,Bayern Munich,Hertha Berlin,1,0,2015-04-25,5228,2014,35849,0.018201999366283417,0,1,1,0.3986530005931854,0.3297469913959503,0.06719270348548889,907
0,0,0,60,MC,Borussia Dortmund,Bayern Munich,0,1,2015-04-04,5201,2014,35836,0,0,0,0,0,0,0,907
0,1,0.008489740081131458,90,MC,Bayern Munich,Borussia M.Gladbach,0,2,2015-03-22,5259,2014,35132,0.19164100289344788,0,4,0,0.008489740081131458,0.31078699231147766,0.2475000023841858,907
0,1,0.012649600394070148,90,MC,Werder Bremen,Bayern Munich,0,4,2015-03-14,5246,2014,34922,0,0,0,0,0.012649600394070148,0.9583560228347778,0.9583560228347778,907
0,0,0,22,Sub,Hannover 96,Bayern Munich,1,3,2015-03-07,5236,2014,33485,0,0,0,0,0,0.10165400058031082,0.10165400058031082,907
1,2,0.0827810987830162,78,DMC,Bayern Munich,FC Cologne,4,1,2015-02-27,5298,2014,32092,0.10394600033760071,1,2,1,0.0827810987830162,0.2909510135650635,0.23460300266742706,907
0,0,0,90,DMC,Bayern Munich,Hamburger SV,8,0,2015-02-14,5285,2014,32120,0.4162670075893402,1,5,0,0,0.48136699199676514,0.39686599373817444,907
0,0,0,90,AMC,VfB Stuttgart,Bayern Munich,0,2,2015-02-07,5274,2014,33426,0,0,0,0,0,0,0,907
0,2,0.08927439898252487,90,MC,Bayern Munich,Schalke 04,1,1,2015-02-03,5264,2014,33051,0.027146900072693825,0,1,0,0.08927439898252487,0.10066100209951401,0.10066100209951401,907
0,2,0.21984000504016876,90,MC,Wolfsburg,Bayern Munich,4,1,2015-01-30,5305,2014,31773,0.1017950028181076,0,4,0,0.21984000504016876,0.1457280069589615,0.04393310099840164,907
1,2,0.10489600151777267,90,DMC,Mainz 05,Bayern Munich,1,2,2014-12-19,5339,2014,31439,0.03583180159330368,0,2,1,0.10489600151777267,0.10851799696683884,0.07268570363521576,907
0,0,0,43,Sub,Bayern Munich,Freiburg,2,0,2014-12-16,5333,2014,31651,0.026340000331401825,0,1,0,0,0.18153999745845795,0.15520000457763672,907
0,2,0.0669436976313591,73,MC,Augsburg,Bayern Munich,0,4,2014-12-13,5324,2014,31354,0.41959500312805176,1,4,0,0.0669436976313591,0.6679040193557739,0.22993500530719757,907
0,0,0,1,Sub,Bayern Munich,Bayer Leverkusen,1,0,2014-12-06,5318,2014,30521,0,0,0,0,0,0,0,907
0,0,0,10,Sub,Hertha Berlin,Bayern Munich,0,1,2014-11-29,5378,2014,30423,0.3191950023174286,0,1,0,0,0.4826529920101166,0.16345800459384918,907
0,1,0.0687657967209816,12,Sub,Bayern Munich,Hoffenheim,4,0,2014-11-22,5365,2014,30215,0.36836498975753784,1,1,0,0.0687657967209816,0.4953939914703369,0.058262899518013,907
