goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,ref_player_id
0,1,0.01833290047943592,90,DR,Villarreal,Real Madrid,2,2,2019-01-03,10126,2018,309039,0.020294299349188805,0,1,0,0.01833290047943592,0.08639910072088242,0.06806620210409164,1016
0,0,0,21,Sub,SD Huesca,Villarreal,2,2,2018-12-16,10112,2018,287658,0,0,0,0,0,0,0,1016
0,3,0.07712549716234207,90,MR,Espanyol,Villarreal,3,1,2018-10-07,10033,2018,285426,0.01906540058553219,0,1,0,0.07712549716234207,0.059820398688316345,0.023904599249362946,1016
0,2,0.0756680965423584,41,Sub,Villarreal,Real Valladolid,0,1,2018-09-30,10026,2018,254290,0.36195799708366394,0,5,0,0.0756680965423584,0.7815290093421936,0.7194049954414368,1016
0,1,0.020838400349020958,67,ML,Athletic Club,Villarreal,0,3,2018-09-26,10015,2018,252127,0.05167660117149353,0,2,0,0.020838400349020958,0.062490299344062805,0.041651900857686996,1016
0,2,0.05695199966430664,90,ML,Villarreal,Valencia,0,0,2018-09-23,10006,2018,251254,0.08665049821138382,0,1,0,0.05695199966430664,0.0650700032711029,0.04338660091161728,1016
0,2,0.16252799332141876,90,ML,Leganes,Villarreal,0,1,2018-09-16,9992,2018,249265,0.04459429904818535,1,1,0,0.16252799332141876,0.15971900522708893,0.07084199786186218,1016
0,0,0,14,Sub,Villarreal,Girona,0,1,2018-08-31,9979,2018,246497,0,0,0,0,0,0,0,1016
0,1,0.019963199272751808,90,DR,Sevilla,Alaves,1,0,2018-05-19,8253,2017,240594,0.09147399663925171,0,2,0,0.019963199272751808,1.0267900228500366,1.0068299770355225,1016
0,0,0,41,Sub,Real Betis,Sevilla,2,2,2018-05-12,8244,2017,239283,0,0,0,0,0,0.06603430211544037,0.06603430211544037,1016
1,2,0.4360690116882324,90,AMR,Sevilla,Real Madrid,3,2,2018-05-09,8215,2017,238793,0.05310039967298508,0,1,1,0.4360690116882324,1.0170899629592896,0.5810189843177795,1016
0,3,0.10262300074100494,90,DR,Sevilla,Real Sociedad,1,0,2018-05-04,8234,2017,237067,0.02546679973602295,0,1,0,0.10262300074100494,0.1168769970536232,0.07122520357370377,1016
0,2,0.06764160096645355,17,Sub,Levante,Sevilla,2,1,2018-04-27,8222,2017,235514,0,0,0,0,0.06764160096645355,0.07835300266742706,0.010711399838328362,1016
0,2,0.05572199821472168,90,DL,Deportivo La Coruna,Sevilla,0,0,2018-04-17,8206,2017,233224,0,0,0,0,0.05572199821472168,0.394881010055542,0.3391590118408203,1016
0,2,0.07569640129804611,90,DR,Celta Vigo,Sevilla,4,0,2018-04-07,8179,2017,231277,0,0,0,0,0.07569640129804611,0.17480500042438507,0.09910880029201508,1016
0,2,0.12112700194120407,44,Sub,Sevilla,Barcelona,2,2,2018-03-31,8177,2017,227817,0.5250340104103088,0,1,0,0.12112700194120407,0.6461600065231323,0,1016
1,3,0.1321839988231659,90,DR,Leganes,Sevilla,2,1,2018-03-18,8168,2017,224434,0.0554967001080513,0,1,1,0.1321839988231659,0.09668570011854172,0,1016
0,1,0.013124899938702583,90,DR,Sevilla,Valencia,0,2,2018-03-10,8158,2017,222401,0.05433110147714615,0,1,0,0.013124899938702583,0.16932199895381927,0.11499100178480148,1016
0,1,0.02901330031454563,90,DR,Sevilla,Athletic Club,2,0,2018-03-03,8148,2017,221051,0,0,0,0,0.02901330031454563,0.0944657027721405,0.0944657027721405,1016
0,1,0.01376389991492033,90,DR,Malaga,Sevilla,0,1,2018-02-28,8137,2017,220214,0.10983599722385406,0,1,0,0.01376389991492033,0.12359999865293503,0.10983599722385406,1016
0,1,0.01558739971369505,73,Sub,Sevilla,Atletico Madrid,2,5,2018-02-25,8127,2017,219990,0,0,0,0,0.01558739971369505,0.4084770083427429,0.4084770083427429,1016
0,0,0,90,DL,Las Palmas,Sevilla,1,2,2018-02-17,8118,2017,217806,0.26075899600982666,0,2,0,0,0.03332569822669029,0.03332569822669029,1016
0,1,0.025247300043702126,10,Sub,Sevilla,Girona,1,0,2018-02-11,8106,2017,216993,0,0,0,0,0.025247300043702126,0.025247300043702126,0,1016
0,0,0,90,DR,Eibar,Sevilla,5,1,2018-02-03,8095,2017,216689,0.01576410047709942,0,1,0,0,0.03540090098977089,0.01963689923286438,1016
0,2,0.08195420354604721,17,Sub,Manchester City,Watford,2,0,2015-08-29,117,2015,63626,0,0,0,0,0.08195420354604721,0.02850870043039322,0.008025339804589748,1016
0,0,0,56,AMR,Watford,West Bromwich Albion,0,0,2015-08-15,96,2015,57585,0.052275098860263824,0,1,0,0,0.13025100529193878,0.13025100529193878,1016
1,2,0.10865200310945511,61,ML,Everton,Watford,2,2,2015-08-08,83,2015,57186,0.12456399947404861,0,1,1,0.10865200310945511,0.26347699761390686,0.030260000377893448,1016
