id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
755,Jamie Vardy,34,2261,5,7.851607173681259,8,5.182644807733595,48,35,5,0,F M S,Leicester,5,7.851607173681259,14.468459283001721,2.142568165436387,2014
755,Jamie Vardy,36,3154,24,22.13541193306446,6,6.267153458669782,115,48,5,1,F,Leicester,19,17.568440221250057,24.59597455151379,2.8863563239574432,2015
755,Jamie Vardy,35,2822,13,9.94716601073742,5,4.675951764918864,53,31,2,1,F S,Leicester,13,9.94716601073742,14.123065508902073,2.7869280222803354,2016
755,Jamie Vardy,37,3269,20,15.26695853471756,1,3.63082717359066,70,33,3,0,F,Leicester,15,10.69998712092638,15.584632940590382,1.9777403054758906,2017
755,Jamie Vardy,34,2740,18,19.115979686379433,4,5.1373315351083875,79,32,3,1,F S,Leicester,14,15.310135943815112,20.782567070797086,1.9056932497769594,2018
755,Jamie Vardy,35,3034,23,18.903520427644253,5,6.368295930325985,89,32,3,0,F S,Leicester,19,15.097683936357498,21.026604628190398,1.7243402246385813,2019
755,Jamie Vardy,34,2848,15,19.942946769297123,9,5.08788326010108,82,28,1,0,F S,Leicester,7,13.09242221340537,18.22790863364935,2.412587182596326,2020
755,Jamie Vardy,25,1807,15,9.991950891911983,2,1.6055144965648651,54,18,2,0,F S,Leicester,15,9.991950891911983,12.636008812114596,1.9982727896422148,2021
755,Jamie Vardy,37,1832,3,6.644154226407409,4,1.7369483597576618,28,14,1,0,F S,Leicester,3,5.882985373958945,8.837213728576899,1.4230754468590021,2022
755,Jamie Vardy,21,1756,7,9.271865690127015,3,2.7850411534309387,40,13,4,0,F,Leicester,6,8.51069682277739,11.025813169777393,0.5300420764833689,2024
755,Jamie Vardy,21,1756,7,9.271865690127015,3,2.7850411534309387,40,13,4,0,F,Leicester,6,8.51069682277739,11.025813169777393,0.5300420764833689,2025
