id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
11592,Nico O&#039;Reilly,1,17,0,0.015996936708688736,0,0,1,0,0,0,S,Manchester City,0,0.015996936708688736,0.015996936708688736,0,2024
11592,Nico O&#039;Reilly,1,17,0,0.015996936708688736,0,0,1,0,0,0,S,Manchester City,0,0.015996936708688736,0.015996936708688736,0,2025
