id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,ref_player_id
14591,45,BlockedShot,0.899000015258789,0.7340000152587891,0.0365029014647007,Charles N&#039;Zogbia,a,1066,OpenPlay,2014,LeftFoot,4752,Stoke,Aston Villa,0,1,2014-08-16 15:00:00,Ashley Westwood,Pass,1066
14650,8,MissedShots,0.9490000152587891,0.28100000381469725,0.015538900159299374,Charles N&#039;Zogbia,h,1066,OpenPlay,2014,Head,4759,Aston Villa,Newcastle United,0,0,2014-08-23 12:45:00,,None,1066
14651,16,MissedShots,0.710999984741211,0.42,0.04014090076088905,Charles N&#039;Zogbia,h,1066,DirectFreekick,2014,LeftFoot,4759,Aston Villa,Newcastle United,0,0,2014-08-23 12:45:00,,Standard,1066
14656,26,MissedShots,0.779000015258789,0.3160000038146973,0.015182900242507458,Charles N&#039;Zogbia,h,1066,OpenPlay,2014,LeftFoot,4759,Aston Villa,Newcastle United,0,0,2014-08-23 12:45:00,,Rebound,1066
14662,46,BlockedShot,0.7440000152587891,0.40400001525878904,0.01847350038588047,Charles N&#039;Zogbia,h,1066,OpenPlay,2014,LeftFoot,4759,Aston Villa,Newcastle United,0,0,2014-08-23 12:45:00,Alan Hutton,Pass,1066
16541,24,MissedShots,0.7230000305175781,0.580999984741211,0.05500509962439537,Charles N&#039;Zogbia,h,1066,OpenPlay,2014,LeftFoot,4694,Aston Villa,Manchester City,0,2,2014-10-04 17:30:00,Nathan Baker,TakeOn,1066
15979,40,BlockedShot,0.79,0.6609999847412109,0.0730191022157669,Charles N&#039;Zogbia,a,1066,DirectFreekick,2014,LeftFoot,4662,West Ham,Aston Villa,0,0,2014-11-08 15:00:00,,Standard,1066
15986,74,MissedShots,0.79,0.225,0.019248399883508682,Charles N&#039;Zogbia,a,1066,OpenPlay,2014,LeftFoot,4662,West Ham,Aston Villa,0,0,2014-11-08 15:00:00,Matthew Lowton,Pass,1066
16185,46,BlockedShot,0.9,0.42900001525878906,0.10486199706792831,Charles N&#039;Zogbia,h,1066,OpenPlay,2014,LeftFoot,4678,Aston Villa,Southampton,1,1,2014-11-24 20:00:00,Andreas Weimann,Cross,1066
18581,41,BlockedShot,0.7480000305175781,0.34700000762939454,0.011280300095677376,Charles N&#039;Zogbia,a,1066,SetPiece,2014,LeftFoot,4612,West Bromwich Albion,Aston Villa,1,0,2014-12-13 15:00:00,,None,1066
18318,21,BlockedShot,0.7780000305175782,0.4520000076293945,0.033479999750852585,Charles N&#039;Zogbia,h,1066,OpenPlay,2014,LeftFoot,4644,Aston Villa,Sunderland,0,0,2014-12-28 15:00:00,Andreas Weimann,Pass,1066
18321,34,MissedShots,0.8530000305175781,0.29399999618530276,0.03367089852690697,Charles N&#039;Zogbia,h,1066,OpenPlay,2014,LeftFoot,4644,Aston Villa,Sunderland,0,0,2014-12-28 15:00:00,Fabian Delph,Pass,1066
18320,34,SavedShot,0.7830000305175782,0.3820000076293945,0.027534399181604385,Charles N&#039;Zogbia,h,1066,OpenPlay,2014,LeftFoot,4644,Aston Villa,Sunderland,0,0,2014-12-28 15:00:00,Tom Cleverley,Pass,1066
23560,72,MissedShots,0.8140000152587891,0.4129999923706055,0.039302799850702286,Charles N&#039;Zogbia,a,1066,OpenPlay,2014,LeftFoot,4548,Newcastle United,Aston Villa,1,0,2015-02-28 15:00:00,Ashley Westwood,Pass,1066
23568,95,MissedShots,0.774000015258789,0.5870000076293945,0.025817200541496277,Charles N&#039;Zogbia,a,1066,OpenPlay,2014,LeftFoot,4548,Newcastle United,Aston Villa,1,0,2015-02-28 15:00:00,,None,1066
24055,20,SavedShot,0.705999984741211,0.33099998474121095,0.03303439915180206,Charles N&#039;Zogbia,h,1066,DirectFreekick,2014,LeftFoot,4482,Aston Villa,West Bromwich Albion,2,1,2015-03-03 19:45:00,,Standard,1066
20534,2,BlockedShot,0.835999984741211,0.2560000038146973,0.024923700839281082,Charles N&#039;Zogbia,a,1066,OpenPlay,2014,LeftFoot,4497,Sunderland,Aston Villa,0,4,2015-03-14 15:00:00,,BallRecovery,1066
20537,12,SavedShot,0.769000015258789,0.555,0.02791289985179901,Charles N&#039;Zogbia,a,1066,OpenPlay,2014,LeftFoot,4497,Sunderland,Aston Villa,0,4,2015-03-14 15:00:00,Christian Benteke,Pass,1066
20548,45,SavedShot,0.8109999847412109,0.3529999923706055,0.04572419822216034,Charles N&#039;Zogbia,a,1066,OpenPlay,2014,LeftFoot,4497,Sunderland,Aston Villa,0,4,2015-03-14 15:00:00,Christian Benteke,Pass,1066
21184,17,BlockedShot,0.8959999847412109,0.3220000076293945,0.06352809816598892,Charles N&#039;Zogbia,h,1066,OpenPlay,2014,LeftFoot,4504,Aston Villa,Swansea,0,1,2015-03-21 15:00:00,Leandro Bacuna,Pass,1066
22647,72,MissedShots,0.715999984741211,0.6359999847412109,0.012470600195229053,Charles N&#039;Zogbia,a,1066,OpenPlay,2014,LeftFoot,4475,Manchester City,Aston Villa,3,2,2015-04-25 17:30:00,Christian Benteke,HeadPass,1066
20516,14,SavedShot,0.76,0.534000015258789,0.07237909734249115,Charles N&#039;Zogbia,h,1066,DirectFreekick,2014,LeftFoot,4401,Aston Villa,Everton,3,2,2015-05-02 15:00:00,,Standard,1066
20529,75,BlockedShot,0.850999984741211,0.7280000305175781,0.03342390060424805,Charles N&#039;Zogbia,h,1066,OpenPlay,2014,LeftFoot,4401,Aston Villa,Everton,3,2,2015-05-02 15:00:00,Jack Grealish,Pass,1066
20285,6,BlockedShot,0.8690000152587891,0.534000015258789,0.06520009785890579,Charles N&#039;Zogbia,h,1066,FromCorner,2014,LeftFoot,4411,Aston Villa,West Ham,1,0,2015-05-09 15:00:00,Jores Okore,Pass,1066
