id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
807,Jonny Evans,14,1095,0,0.01009489968419075,0,0.03660770133137703,1,1,1,0,D S,Manchester United,0,0.01009489968419075,3.5060566887259483,3.459353692829609,2014
807,Jonny Evans,30,2600,1,1.2419001199305058,1,0.7815928049385548,7,9,4,0,D M,West Bromwich Albion,1,1.2419001199305058,2.8226519897580147,2.218800075352192,2015
807,Jonny Evans,31,2635,2,1.805808998644352,1,0.3334583966061473,9,7,8,0,D M S,West Bromwich Albion,2,1.805808998644352,3.056495616212487,3.042246015742421,2016
807,Jonny Evans,28,2276,2,1.7376443017274141,2,1.0450095143169165,10,8,7,0,D S,West Bromwich Albion,2,1.7376443017274141,3.9679630249738693,3.8896033335477114,2017
807,Jonny Evans,24,1993,1,0.5250387936830521,0,0.28065980039536953,11,5,2,0,D S,Leicester,1,0.5250387936830521,3.3353213435038924,3.0556601574644446,2018
807,Jonny Evans,38,3390,1,2.480744067579508,1,0.38103510811924934,23,8,8,1,D,Leicester,1,2.480744067579508,10.939472295343876,10.734537273645401,2019
807,Jonny Evans,28,2483,2,1.855712991207838,2,0.5386304911226034,8,10,7,0,D,Leicester,2,1.855712991207838,8.73060917109251,7.942962162196636,2020
807,Jonny Evans,18,1355,1,1.2848000079393387,1,0.9207257181406021,3,4,3,0,D S,Leicester,1,1.2848000079393387,4.209085593931377,4.113771582953632,2021
807,Jonny Evans,13,1057,0,0.08432190120220184,0,0.0927421972155571,1,1,1,0,D S,Leicester,0,0.08432190120220184,3.3804026413708925,3.2876606453210115,2022
807,Jonny Evans,23,1399,0,0.08175858855247498,1,0.7122423723340034,1,6,2,0,D S,Manchester United,0,0.08175858855247498,3.112667176872492,3.084139473736286,2023
807,Jonny Evans,6,287,0,0.05577276274561882,0,0,1,0,1,0,D S,Manchester United,0,0.05577276274561882,1.125727342441678,1.125727342441678,2024
807,Jonny Evans,6,287,0,0.05577276274561882,0,0,1,0,1,0,D S,Manchester United,0,0.05577276274561882,1.125727342441678,1.125727342441678,2025
