goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,ref_player_id
0,3,0.33010199666023254,90,FW,Villarreal,Valencia,0,2,2017-01-21,3908,2016,154435,0.34196001291275024,0,5,0,0.33010199666023254,0.5393450260162354,0,691
0,0,0,86,FW,Deportivo La Coruna,Villarreal,0,0,2017-01-14,3897,2016,156813,0,0,0,0,0,0.07781580090522766,0.07781580090522766,691
0,0,0,76,FW,Villarreal,Barcelona,1,1,2017-01-08,3892,2016,155158,0.1957239955663681,1,2,0,0,0.27992698550224304,0.0842026025056839,691
1,6,1.5009599924087524,89,FW,Sporting Gijon,Villarreal,1,3,2016-12-17,3184,2016,157699,0,0,0,1,1.5009599924087524,2.8150899410247803,1.37214994430542,691
0,2,0.14100299775600433,82,FW,Villarreal,Atletico Madrid,3,0,2016-12-12,3182,2016,154490,0,0,0,0,0.14100299775600433,0.14100299775600433,0,691
0,1,0.020301900804042816,67,FW,Leganes,Villarreal,0,0,2016-12-03,3165,2016,154088,0,0,0,0,0.020301900804042816,0.020301900804042816,0,691
0,5,0.39334800839424133,90,FW,Villarreal,Alaves,0,2,2016-11-27,2801,2016,154323,0,0,0,0,0.39334800839424133,0.2938329875469208,0.04380359873175621,691
0,2,0.06595789641141891,19,Sub,Athletic Club,Villarreal,1,0,2016-11-20,2794,2016,153730,0,0,0,0,0.06595789641141891,0.06595789641141891,0,691
0,1,0.5358710289001465,17,Sub,Villarreal,Celta Vigo,5,0,2016-10-16,1857,2016,152914,0,0,0,0,0.5358710289001465,1.0535900592803955,0.517723023891449,691
1,2,0.8200799822807312,64,FW,Villarreal,Osasuna,3,1,2016-09-25,1836,2016,152077,0,0,0,1,0.8200799822807312,1.4055099487304688,0.6825600266456604,691
0,0,0,16,Sub,Real Madrid,Villarreal,1,1,2016-09-21,1821,2016,151813,0,0,0,0,0,0,0,691
0,2,0.7864390015602112,70,FW,Villarreal,Real Sociedad,2,1,2016-09-18,1816,2016,151490,0,0,0,0,0.04316139966249466,0,0,691
0,0,0,30,FW,Villarreal,Sevilla,0,0,2016-08-29,1798,2016,150905,0,0,0,0,0,0,0,691
0,4,0.619841992855072,90,FW,Granada,Villarreal,1,1,2016-08-20,1782,2016,150585,0,0,0,0,0.619841992855072,0.53404301404953,0.07305219769477844,691
0,2,0.905584990978241,66,FW,Swansea,Chelsea,1,0,2016-04-09,397,2015,67267,0,0,0,0,0.905584990978241,0.905584990978241,0,691
1,2,0.8145809769630432,68,Sub,Aston Villa,Chelsea,0,4,2016-04-02,384,2015,67324,0,0,0,0,0.053412001579999924,0.7357029914855957,0.6822909712791443,691
